cuce,list_n,tipo_a,monto_a,tipo_b,monto_b,tipo_c,monto_c
20-0417-09-1077248-1-1,2969,Total Referencial:,"995,000.00",Total Adjudicado:,"435,450.00",Total Recepcionado:,"435,450.00"
21-1412-00-1182340-1-1,2970,Total Referencial:,"241.230,00",Total Adjudicado:,"241.230,00",Total Recepcionado:,"241.230,00"
21-1412-00-1182340-1-1,2970,Total Referencial:,"148.824,00",Total Adjudicado:,"125.928,00",Total Recepcionado:,"125.928,00"
21-1412-00-1182340-1-1,2970,Total Referencial:,"8.294,00",Total Adjudicado:,"7.656,00",Total Recepcionado:,"7.656,00"
20-0903-00-1084473-1-1,2971,Total Referencial:,"97.400,00",Total Adjudicado:,"97.400,00",Total Recepcionado:,"97.400,00"
20-4601-03-1089158-1-1,2972,Total Referencial:,"49.611,50",Total Recepcionado:,"49.271,30",,
20-0905-00-1041142-1-1,2973,Total Referencial:,"249,000.00",Total Adjudicado:,"249,000.00",Total Recepcionado:,"249,000.00"
21-1201-00-1145043-1-1,2974,Total Referencial:,"49.770,00",Total Recepcionado:,"48.032,00",,
21-1706-00-1150534-1-1,2975,Total Referencial:,"32.386,10",Total Recepcionado:,"19.888,65",,
20-1517-00-1080401-2-1,2976,Total Referencial:,"106.627,97",Total Adjudicado:,"106.447,75",Total Recepcionado:,"106.447,75"
20-1601-00-1091214-1-1,2977,Total Referencial:,"720.000,00",Total Adjudicado:,"600.000,00",,
20-1301-00-1083996-1-1,2978,Total Referencial:,"21.000,00",Total Recepcionado:,"21.000,00",,
21-0417-06-1120857-1-1,2979,Total Referencial:,"32.600,00",Total Recepcionado:,"32.600,00",,
20-1302-00-1042506-0-E,2980,Total Adjudicado:,"30.915,00",Total Recepcionado:,"30.915,00",,
20-0046-00-1043712-0-E,2981,Total Adjudicado:,"72,000.00",Total Recepcionado:,"72,000.00",,
20-1113-00-1090075-1-1,2982,Total Referencial:,"49.945,00",Total Recepcionado:,"49.945,00",,
20-1907-00-1096530-1-1,2983,Total Referencial:,"35,400.00",Total Recepcionado:,"35,400.00",,
20-1119-00-1089146-1-1,2984,Total Referencial:,"252.125,00",Total Adjudicado:,"246.105,00",Total Recepcionado:,"246.105,00"
20-1201-00-1086742-1-1,2985,Total Referencial:,"50.000,00",Total Recepcionado:,"50.000,00",,
20-0902-43-1037699-0-E,2986,Total Adjudicado:,"50,000.00",Total Recepcionado:,"50,000.00",,
20-1506-00-1078451-1-1,2987,Total Referencial:,"900.000,00",Total Adjudicado:,"899.713,00",Total Recepcionado:,"899.713,00"
20-1307-00-1068707-1-2,2988,Total Referencial:,"803.020,00",Total Adjudicado:,"719.635,00",Total Recepcionado:,"719.635,00"
21-0417-01-1117537-2-1,2989,Total Referencial:,"130.000,00",Total Adjudicado:,"42.000,00",Total Recepcionado:,"42.000,00"
20-0905-00-1045239-0-E,2990,Total Adjudicado:,"514.583,67",Total Recepcionado:,"514.583,67",,
20-0903-02-1088270-1-1,2991,Total Referencial:,"28.750,00",Total Recepcionado:,"13.052,50",,
20-0902-40-1040825-0-E,2992,Total Adjudicado:,"22,400.00",Total Recepcionado:,"22,400.00",,
20-1430-00-1098955-1-1,2993,Total Referencial:,"49,280.00",Total Recepcionado:,"47,770.00",,
20-0902-40-1099586-1-1,2994,Total Referencial:,"30,000.00",Total Recepcionado:,"30,000.00",,
20-1610-00-1084184-1-1,2995,Total Referencial:,"477,400.00",Total Recepcionado:,"477,400.00",,
21-0417-06-1119923-1-2,2996,Total Referencial:,"540.000,00",Total Adjudicado:,"525.000,00",Total Recepcionado:,"525.000,00"
21-0417-06-1156226-1-1,2997,Total Referencial:,"31.800,00",Total Recepcionado:,"26.850,00",,
20-1701-00-1038910-0-E,2998,Total Adjudicado:,"903.805,00",Total Recepcionado:,"903.805,00",,
21-0422-00-1154017-2-1,2999,Total Referencial:,"52,800.00",Total Adjudicado:,"49,600.00",Total Recepcionado:,"49,600.00"
20-1201-00-1082259-1-1,3000,Total Referencial:,"50.000,00",Total Recepcionado:,"50.000,00",,
20-1243-00-1096313-1-1,3001,Total Referencial:,"28.200,00",Total Recepcionado:,"28.200,00",,
20-1301-00-1044792-0-E,3002,Total Adjudicado:,"34.000,00",,,,
20-1221-00-1047168-0-E,3003,Total Adjudicado:,"38.025,00",Total Recepcionado:,"38.025,00",,
20-0417-07-1093888-1-1,3004,Total Referencial:,"312.701,59",Total Recepcionado:,"302.659,63",,
20-1734-00-1046435-0-E,3005,Total Adjudicado:,"51.000,00",Total Recepcionado:,"51.000,00",,
20-1205-00-1039379-0-E,3006,Total Adjudicado:,"46.204,20",Total Recepcionado:,"46.204,20",,
20-1319-00-1061307-1-1,3007,Total Referencial:,"119.999,50",Total Adjudicado:,"40.888,39",Total Recepcionado:,"40.888,39"
20-1278-00-1097797-1-1,3008,Total Referencial:,"149,997.00",Total Adjudicado:,"37,035.20",Total Recepcionado:,"37,035.20"
21-0907-00-1180988-1-1,3009,Total Referencial:,"49.890,00",Total Recepcionado:,"49.890,00",,
20-4601-03-1042171-0-E,3010,Total Adjudicado:,"40.000,00",Total Recepcionado:,"40.000,00",,
21-0417-07-1121399-1-1,3011,Total Referencial:,"49,838.00",Total Recepcionado:,"49,312.00",,
20-1521-00-1044718-0-E,3012,Total Adjudicado:,"49.400,00",Total Recepcionado:,"49.400,00",,
20-0417-01-1075939-1-1,3013,Total Referencial:,"318.000,00",Total Recepcionado:,"318.000,00",,
21-0903-00-1144264-1-1,3014,Total Referencial:,"33,000.00",Total Recepcionado:,"33,000.00",,
20-0417-06-1083547-1-1,3015,Total Referencial:,"995,000.00",Total Adjudicado:,"947,500.00",Total Recepcionado:,"947,500.00"
20-1755-00-1044450-0-E,3016,Total Adjudicado:,"160.200,00",Total Recepcionado:,"160.200,00",,
21-1201-14-1151695-1-1,3017,Total Referencial:,"76.288,00",Total Adjudicado:,"76.288,00",Total Recepcionado:,"76.288,00"
20-0905-00-1039155-0-E,3018,Total Adjudicado:,"33.091,00",Total Recepcionado:,"33.091,00",,
20-1301-00-1086368-1-1,3019,Total Referencial:,"50,000.00",Total Recepcionado:,"50,000.00",,
20-0650-01-1044689-0-E,3020,Total Adjudicado:,"44.280,00",Total Recepcionado:,"44.280,00",,
21-1712-00-1133296-1-2,3021,Total Referencial:,"48.100,00",Total Recepcionado:,"47.249,00",,
19-0417-03-1034294-0-E,3022,Total Adjudicado:,"23,000.00",Total Recepcionado:,"23,000.00",,
20-0417-00-1040163-0-E,3023,Total Adjudicado:,"150.732,00",Total Recepcionado:,"150.732,00",,
20-1260-00-1038127-0-E,3024,Total Adjudicado:,"46.501,00",Total Recepcionado:,"46.501,00",,
20-1314-00-1100091-1-1,3025,Total Referencial:,"154,250.00",Total Recepcionado:,"150,540.00",,
20-1604-00-1046568-0-E,3026,Total Adjudicado:,"126.400,00",,,,
20-1327-00-1047559-0-E,3027,Total Adjudicado:,"25.400,00",Total Recepcionado:,"25.400,00",,
20-1201-00-1089674-1-1,3028,Total Referencial:,"50.000,00",Total Recepcionado:,"48.000,00",,
20-1507-00-1052292-0-E,3029,Total Adjudicado:,"114.000,00",Total Recepcionado:,"114.000,00",,
21-1324-00-1151227-1-1,3030,Total Referencial:,"49.800,00",Total Recepcionado:,"31.800,00",,
21-0020-10-1147951-1-2,3031,Total Referencial:,"478.800,00",Total Adjudicado:,"130.662,00",Total Recepcionado:,"130.662,00"
20-1312-00-1038597-0-E,3032,Total Adjudicado:,"39.410,00",Total Recepcionado:,"39.410,00",,
20-0906-00-1079395-1-1,3033,Total Referencial:,"249,000.00",Total Recepcionado:,"249,000.00",,
20-1712-00-1086468-1-1,3034,Total Referencial:,"950.000,00",Total Adjudicado:,"176.000,00",Total Recepcionado:,"176.000,00"
20-1124-00-1048106-0-E,3035,Total Adjudicado:,"32.100,00",Total Recepcionado:,"32.100,00",,
20-0903-13-1042824-1-1,3036,Total Referencial:,"61.000,00",Total Adjudicado:,"61.000,00",Total Recepcionado:,"61.000,00"
20-0411-00-1085851-2-1,3037,Total Referencial:,"99,000.00",Total Adjudicado:,"82,500.00",Total Recepcionado:,"82,500.00"
20-1301-00-1045147-0-E,3038,Total Adjudicado:,"59.840,00",,,,
21-0423-00-1106737-1-1,3039,Total Referencial:,"49.600,00",Total Recepcionado:,"26.400,00",,
21-1302-00-1118192-2-1,3040,Total Referencial:,"24,800.00",Total Recepcionado:,"24,800.00",,
20-1315-00-1043187-0-E,3041,Total Adjudicado:,"30.053,00",Total Recepcionado:,"30.053,00",,
20-1312-00-1049200-0-E,3042,Total Adjudicado:,"115.000,00",Total Recepcionado:,"115.000,00",,
20-1301-00-1042277-0-E,3043,Total Adjudicado:,"33.000,00",,,,
20-1604-00-1039243-0-E,3044,Total Adjudicado:,"28.090,00",,,,
20-1604-00-1046133-0-E,3045,Total Adjudicado:,"39.000,00",,,,
20-1803-00-1050939-0-E,3046,Total Adjudicado:,"128,355.00",Total Recepcionado:,"128,355.00",,
20-1712-00-1097015-1-1,3047,Total Referencial:,"30.900,00",Total Recepcionado:,"27.450,00",,
21-0046-31-1109149-1-1,3048,Total Referencial:,"44.000,00",Total Recepcionado:,"34.000,00",,
20-0148-00-1101247-1-1,3049,Total Referencial:,"100.000,00",Total Recepcionado:,"71.000,00",,
20-1335-00-1051065-0-E,3050,Total Adjudicado:,"49.954,00",Total Recepcionado:,"49.954,00",,
20-0901-02-1092260-1-1,3051,Total Referencial:,"126.500,00",Total Recepcionado:,"126.500,00",,
20-0902-00-1066970-1-1,3052,Total Referencial:,"2.100.000,00",Total Adjudicado:,"1.620.000,00",Total Recepcionado:,"1.620.000,00"
20-0903-02-1052328-0-E,3053,Total Adjudicado:,"43.413,00",Total Recepcionado:,"3.992,00",,
20-1311-00-1096540-1-1,3054,Total Referencial:,"33.600,00",Total Recepcionado:,"33.600,00",,
21-1701-00-1188561-1-1,3055,Total Referencial:,"39.128,00",,,,
21-1302-00-1180152-1-1,3056,Total Referencial:,"483.000,00",Total Adjudicado:,"85.970,00",Total Recepcionado:,"85.970,00"
20-1314-00-1076445-1-2,3057,Total Referencial:,"534.466,00",Total Recepcionado:,"489.816,05",,
20-1605-00-1052678-0-E,3058,Total Adjudicado:,"235.000,00",Total Recepcionado:,"235.000,00",,
20-1410-00-1041605-0-E,3059,Total Adjudicado:,"33.000,00",Total Recepcionado:,"33.000,00",,
21-1221-00-1145689-1-1,3060,Total Referencial:,"36.280,50",Total Recepcionado:,"34.170,00",,
20-0417-05-1075987-1-1,3061,Total Referencial:,"834,000.00",Total Adjudicado:,"490,200.00",Total Recepcionado:,
20-0661-00-1092474-1-1,3062,Total Referencial:,"45,756.00",Total Recepcionado:,"44,280.00",,
20-1312-00-1038605-0-E,3063,Total Adjudicado:,"99.960,00",Total Recepcionado:,"99.960,00",,
20-1805-00-1037405-0-E,3064,Total Adjudicado:,"120.000,00",Total Recepcionado:,"120.000,00",,
20-0908-00-1046956-0-E,3065,Total Adjudicado:,"27.000,00",Total Recepcionado:,"27.000,00",,
20-1515-00-1088559-1-1,3066,Total Referencial:,"23.736,00",Total Recepcionado:,"23.736,00",,
20-1101-00-1050592-0-E,3067,Total Adjudicado:,"49.984,50",Total Recepcionado:,"49.984,50",,
20-0417-04-1047244-0-E,3068,Total Adjudicado:,"400.000,00",,,,
21-0046-00-1180217-1-1,3069,Total Referencial:,"49.500,00",Total Recepcionado:,"40.000,00",,
20-0046-00-1040174-0-E,3070,Total Adjudicado:,"80.535,00",Total Recepcionado:,"80.535,00",,
20-0006-00-1051648-0-E,3071,Total Adjudicado:,"31.220,00",Total Recepcionado:,"31.220,00",,
21-0903-00-1169485-1-1,3072,Total Referencial:,,,,,
21-0903-00-1169485-1-1,3072,Total Recepcionado:,,,,,
20-0046-28-1102142-1-1,3073,Total Referencial:,"50,000.00",Total Recepcionado:,"42,500.00",,
20-0905-00-1038247-0-E,3074,Total Adjudicado:,"83.250,00",Total Recepcionado:,"83.250,00",,
20-1734-00-1046676-0-E,3075,Total Adjudicado:,"25.000,00",Total Recepcionado:,"25.000,00",,
20-1810-00-1092253-1-1,3076,Total Referencial:,"49.600,60",Total Recepcionado:,"45.179,66",,
21-0595-00-1119300-1-1,3077,Total Referencial:,"9,000.00",Total Adjudicado:,"8,400.00",Total Recepcionado:,"8,400.00"
21-0595-00-1119300-1-1,3077,Total Referencial:,"36,750.00",Total Adjudicado:,"11,408.00",Total Recepcionado:,"11,408.00"
21-0595-00-1119300-1-1,3077,Total Referencial:,"25,850.00",Total Adjudicado:,"20,220.00",Total Recepcionado:,"20,220.00"
21-0595-00-1119300-1-1,3077,Total Referencial:,"10,800.00",Total Adjudicado:,"9,000.00",Total Recepcionado:,"9,000.00"
21-0595-00-1119300-1-1,3077,Total Referencial:,"41,600.00",Total Adjudicado:,"39,360.00",Total Recepcionado:,"39,360.00"
21-0595-00-1119300-1-1,3077,Total Referencial:,"5,200.00",Total Adjudicado:,"3,880.00",Total Recepcionado:,"3,880.00"
21-0906-03-1182367-1-1,3078,Total Referencial:,"49,980.00",Total Recepcionado:,"49,980.00",,
21-1701-00-1188607-1-1,3079,Total Referencial:,"45.000,00",,,,
20-1712-00-1049827-0-E,3080,Total Adjudicado:,"50.475,00",Total Recepcionado:,"50.475,00",,
21-1519-00-1174183-1-1,3081,Total Referencial:,"134,045.00",Total Adjudicado:,"95,918.00",Total Recepcionado:,"95,918.00"
20-1266-00-1039324-0-E,3082,Total Adjudicado:,"140.650,00",Total Recepcionado:,"140.650,00",,
21-0417-06-1121893-1-2,3083,Total Referencial:,"185.000,00",Total Adjudicado:,"185.000,00",Total Recepcionado:,"185.000,00"
20-0660-13-1052476-0-E,3084,Total Adjudicado:,"34.815,05",Total Recepcionado:,"34.815,05",,
21-0340-00-1156799-1-1,3085,Total Referencial:,"25,000.00",Total Recepcionado:,"20,000.00",,
20-0903-00-1041412-0-E,3086,Total Adjudicado:,"103.155,00",Total Recepcionado:,"103.155,00",,
21-1342-00-1138323-1-1,3087,Total Referencial:,"24,980.44",Total Recepcionado:,"19,995.00",,
20-0660-12-1050737-0-E,3088,Total Adjudicado:,"21.465,00",Total Recepcionado:,"21.465,00",,
20-1607-00-1097468-1-1,3089,Total Referencial:,"94.250,00",Total Recepcionado:,"76.800,00",,
20-1314-00-1100689-1-1,3090,Total Referencial:,"95,213.00",Total Recepcionado:,"94,608.00",,
21-1335-00-1112600-1-1,3091,Total Referencial:,"48.960,00",Total Recepcionado:,"43.056,00",,
20-1245-00-1096051-1-1,3092,Total Referencial:,"129.503,00",Total Recepcionado:,"129.490,00",,
21-1541-00-1149419-1-1,3093,Total Referencial:,"174.690,00",Total Adjudicado:,"163.980,00",Total Recepcionado:,"163.980,00"
20-0901-00-1083795-1-1,3094,Total Referencial:,"151,765.00",Total Adjudicado:,"119,765.00",Total Recepcionado:,"151,765.00"
20-0902-06-1044852-0-E,3095,Total Adjudicado:,"20.700,00",Total Recepcionado:,"20.700,00",,
21-0906-03-1186394-1-1,3096,Total Referencial:,"49,980.00",Total Recepcionado:,"49,980.00",,
21-0417-06-1156497-1-1,3097,Total Referencial:,"46.000,00",Total Recepcionado:,"46.000,00",,
20-0020-02-1041633-0-E,3098,Total Adjudicado:,"48.997,10",Total Recepcionado:,"48.997,10",,
20-1301-00-1047249-0-E,3099,Total Adjudicado:,"450.000,00",,,,
20-1206-00-1050727-0-E,3100,Total Adjudicado:,"25.000,00",Total Recepcionado:,"25.000,00",,
20-0143-00-1090747-1-1,3101,Total Referencial:,"23.000,00",Total Recepcionado:,"17.700,00",,
20-1414-00-1101689-1-1,3102,Total Referencial:,"27.500,00",Total Recepcionado:,"27.500,00",,
20-1228-00-1084045-1-1,3103,Total Referencial:,"49,000.00",Total Recepcionado:,"49,000.00",,
20-1312-00-1041871-0-E,3104,Total Adjudicado:,"28.500,00",Total Recepcionado:,"28.500,00",,
20-3701-00-1090767-1-1,3105,Total Referencial:,"34.000,00",Total Recepcionado:,"26.000,00",,
20-0902-00-1048895-0-E,3106,Total Adjudicado:,"44.780,00",Total Recepcionado:,"44.780,00",,
20-1501-00-1049590-0-E,3107,Total Adjudicado:,"46.504,00",,,,
21-0170-00-1137192-1-1,3108,Total Referencial:,"20,915.00",Total Recepcionado:,"20,915.00",,
20-0423-00-1049684-0-E,3109,Total Adjudicado:,"25.500,00",Total Recepcionado:,"25.500,00",,
20-1228-00-1084027-1-1,3110,Total Referencial:,"49.985,00",Total Recepcionado:,"49.985,00",,
20-1103-00-1063828-2-1,3111,Total Referencial:,"465.000,00",Total Adjudicado:,"459.200,00",Total Recepcionado:,"459.200,00"
21-0271-00-1132766-1-1,3112,Total Referencial:,"50,000.00",Total Recepcionado:,"48,000.00",,
20-1734-00-1094603-1-1,3113,Total Referencial:,"200.000,00",Total Adjudicado:,"196.800,00",Total Recepcionado:,"196.800,00"
20-1401-00-1048868-0-E,3114,Total Adjudicado:,"26.250,00",Total Recepcionado:,"26.250,00",,
20-1347-00-1082353-1-1,3115,Total Referencial:,"79,900.00",Total Adjudicado:,"79,900.00",Total Recepcionado:,"79,900.00"
21-0513-00-1160767-1-1,3116,Total Referencial:,"59,722.00",Total Adjudicado:,"54,296.20",Total Recepcionado:,"54,296.20"
20-0902-01-1091758-1-1,3117,Total Referencial:,"840,000.00",Total Adjudicado:,"600,000.00",Total Recepcionado:,"600,000.00"
20-1205-00-1090746-1-1,3118,Total Referencial:,"87.400,00",Total Recepcionado:,"50.350,00",,
20-1901-00-1091317-1-1,3119,Total Referencial:,"178.300,00",Total Recepcionado:,"178.300,00",,
20-4601-00-1050983-0-E,3120,Total Adjudicado:,"786.480,00",,,,
20-1301-00-1044039-0-E,3121,Total Adjudicado:,"152.472,40",,,,
20-1331-00-1090311-1-1,3122,Total Referencial:,"115.000,00",Total Adjudicado:,"70.300,00",Total Recepcionado:,"70.300,00"
21-1201-00-1173917-1-1,3123,Total Referencial:,"49,961.04",Total Recepcionado:,"46,992.00",,
20-1312-00-1040952-0-E,3124,Total Adjudicado:,"287.038,00",Total Recepcionado:,"287.038,00",,
20-1302-00-1048229-0-E,3125,Total Adjudicado:,"23.040,00",Total Recepcionado:,"23.040,00",,
20-1119-00-1052229-2-1,3126,Total Referencial:,"157.950,00",Total Adjudicado:,"155.250,00",Total Recepcionado:,"155.250,00"
21-1346-00-1149658-1-1,3127,Total Referencial:,"31,125.00",Total Recepcionado:,"29,453.00",,
20-0417-02-1049428-0-E,3128,Total Adjudicado:,"40.566,23",Total Recepcionado:,"40.566,23",,
21-0417-06-1120419-1-1,3129,Total Referencial:,"195.000,00",Total Adjudicado:,"165.000,00",Total Recepcionado:,"165.000,00"
20-0046-28-1099533-1-1,3130,Total Referencial:,"49.633,00",Total Recepcionado:,"12.284,30",,
20-1301-00-1086286-1-1,3131,Total Referencial:,"26.000,00",Total Recepcionado:,"26.000,00",,
21-1201-00-1179068-1-1,3132,Total Referencial:,"99.800,00",Total Adjudicado:,"92.800,00",Total Recepcionado:,"92.800,00"
21-0901-00-1156086-1-1,3133,Total Referencial:,"702,627.50",Total Adjudicado:,"683,817.00",Total Recepcionado:,"683,817.00"
21-1205-00-1149927-1-1,3134,Total Referencial:,"300,000.00",Total Adjudicado:,"252,000.00",Total Recepcionado:,"252,000.00"
20-1739-00-1090202-1-1,3135,Total Referencial:,"165.000,00",Total Recepcionado:,"165.000,00",,
20-0907-00-1058499-1-1,3136,Total Referencial:,"300,000.00",Total Adjudicado:,"275,000.00",Total Recepcionado:,"275,000.00"
20-0046-00-1039017-0-E,3137,Total Adjudicado:,"75.000,00",,,,
20-1807-00-1048822-2-1,3138,Total Referencial:,"453,114.00",Total Adjudicado:,"232,320.00",Total Recepcionado:,"232,320.00"
20-0902-21-1046208-0-E,3139,Total Adjudicado:,"49.412,00",Total Recepcionado:,"49.412,00",,
22-0046-20-1192815-1-1,3140,Total Referencial:,"199.917,60",Total Adjudicado:,"149.462,80",Total Recepcionado:,"149.462,80"
20-1301-00-1051184-0-E,3141,Total Adjudicado:,"39.000,00",Total Recepcionado:,"39.000,00",,
20-1601-00-1041487-0-E,3142,Total Adjudicado:,"49.880,00",Total Recepcionado:,"49.880,00",,
21-1701-00-1125502-2-1,3143,Total Referencial:,"168.000,00",Total Adjudicado:,"168.000,00",Total Recepcionado:,"168.000,00"
20-0046-26-1040239-0-E,3144,Total Adjudicado:,"42.000,00",Total Recepcionado:,"42.000,00",,
20-0417-04-1047226-0-E,3145,Total Adjudicado:,"800.000,00",,,,
20-1601-00-1041497-0-E,3146,Total Adjudicado:,"49.900,00",Total Recepcionado:,"49.900,00",,
20-0417-05-1046375-0-E,3147,Total Adjudicado:,"49.980,00",Total Recepcionado:,"49.980,00",,
20-1810-00-1041795-0-E,3148,Total Adjudicado:,"36.000,00",,,,
20-1801-00-1038029-0-E,3149,Total Adjudicado:,"1.197.115,00",Total Recepcionado:,"1.197.115,00",,
20-1284-00-1093564-1-1,3150,Total Referencial:,"94,649.80",Total Adjudicado:,"94,275.40",,
20-0015-04-1063551-1-1,3151,Total Referencial:,"300,000.00",Total Adjudicado:,"160,000.00",Total Recepcionado:,"160,000.00"
21-0138-00-1125929-1-1,3152,Total Referencial:,"34,580.00",Total Recepcionado:,"34,580.00",,
21-0517-00-1166202-1-1,3153,Total Referencial:,"89.985,00",Total Adjudicado:,"35.994,00",Total Recepcionado:,"35.994,00"
20-1101-00-1048996-0-E,3154,Total Adjudicado:,"49.984,50",Total Recepcionado:,"49.984,50",,
20-1702-00-1034795-0-E,3155,Total Adjudicado:,"49,977.00",Total Recepcionado:,"49,977.00",,
20-1301-00-1044871-0-E,3156,Total Adjudicado:,"608.400,00",,,,
20-1734-00-1046562-0-E,3157,Total Adjudicado:,"77.642,80",Total Recepcionado:,"77.642,80",,
20-1734-00-1094187-1-1,3158,Total Referencial:,"200.000,00",Total Adjudicado:,"199.872,00",Total Recepcionado:,"199.872,00"
20-0906-00-1038935-0-E,3159,Total Adjudicado:,"554.400,00",Total Recepcionado:,"554.400,00",,
20-1601-00-1061851-1-1,3160,Total Referencial:,"240.000,00",Total Adjudicado:,"170.000,00",,
20-0046-20-1102970-1-1,3161,Total Referencial:,"763,042.00",Total Adjudicado:,"482,285.00",Total Recepcionado:,"482,285.00"
20-0905-00-1047061-0-E,3162,Total Adjudicado:,"135.000,00",Total Recepcionado:,"135.000,00",,
21-1526-00-1111290-1-2,3163,Total Referencial:,"38,182.40",Total Recepcionado:,"38,182.40",,
20-1218-00-1092145-1-1,3164,Total Referencial:,"27.841,10",Total Recepcionado:,"27.841,10",,
21-1339-00-1168982-1-2,3165,Total Referencial:,"112,200.00",Total Adjudicado:,"92,290.00",Total Recepcionado:,"92,290.00"
20-0417-09-1092487-1-1,3166,Total Referencial:,"540,000.00",Total Recepcionado:,"536,625.00",,
20-0902-21-1041447-0-E,3167,Total Adjudicado:,"44.000,00",Total Recepcionado:,"44.000,00",,
20-1334-00-1074269-1-1,3168,Total Referencial:,"752.250,00",Total Adjudicado:,"505.271,00",Total Recepcionado:,"505.271,00"
20-1605-00-1042985-0-E,3169,Total Adjudicado:,"51.900,00",Total Recepcionado:,"51.900,00",,
