cuce,list_n,numero,codigo_unspsc,objeto_de_gasto,descripcion_del_bien_o_servicio,unidad_de_medida,cantidad,precio_referencial_unitario,precio_referencial_total,nombre_o_razon_social_del_proponente_adjudicado,precio_unitario_adjudicado,total_adjudicado,cantidad_recepcionada,precio_unitario_real,monto_real_ejecutado,estado,cronograma
20-1605-00-1082077-1-1,3715,69,5010000,71610,HARINA DE  TRIGO TIPO 000 PRESENTACION  DE 1 KILO,KG,840.00,4.5,"3,780.00",,,,840.00,4.0,"3,360.00",Contratado,
20-1605-00-1082077-1-1,3715,70,5010000,71610,YERBA  PRESENTACION,PAQ,239.00,11.5,"2,748.50",,,,239.00,11.0,"2,629.00",Contratado,
20-1605-00-1082077-1-1,3715,71,5010000,71610,ACEITE COMESTIBLE PRESENTACION  DE 5 LITROS,BIDON,239.0,35.0,"8,365.00",,,,239.0,34.0,"8,126.00",Contratado,
20-1605-00-1082077-1-1,3715,72,5010000,71610,AZUCAR BLANCA GRANULADA PRESENTACION  DE 5 KILOS,KG,270.0,4.5,"1,215.00",,,,270.0,4.3,"1,161.00",Contratado,
20-1605-00-1082077-1-1,3715,73,5010000,71630,ACEITE COMESTIBLE PRESENTACION  DE 5 LITROS,BIDON,230.00,36.0,"8,280.00",,,,230.00,35.0,"8,050.00",Contratado,
20-1605-00-1082077-1-1,3715,74,5010000,71630,ARROZ GRANO  LARGO ENTERO  PRESENTACION DE 1 KILO,KG,"1,725.00",4.7,"8,107.50",,,,"1,725.00",4.0,"6,900.00",Contratado,
20-1605-00-1082077-1-1,3715,75,5010000,71630,YERBA  PRESENTACION PAQUETE DE 500 GRAMOS,PAQ,478.00,13.0,"6,214.00",,,,478.00,12.5,"5,975.00",Contratado,
20-1605-00-1082077-1-1,3715,76,5010000,71630,HARINA DE  TRIGO TIPO 000 PRESENTACION  DE 1 KILO,KG,"2,390.00",4.5,"10,755.00",,,,"2,390.00",4.1,"9,799.00",Contratado,
20-1605-00-1082077-1-1,3715,77,5010000,71630,ACEITE COMESTIBLE PRESENTACION  DE 5 LITROS,BIDON,437.00,36.0,"15,732.00",,,,437.00,35.0,"15,295.00",Contratado,
20-1605-00-1082077-1-1,3715,78,5010000,71630,LECHE EN POLVO PRESENTACION PAQUETE DE 760 GRAMOS,PAQ,478.00,42.0,"20,076.00",,,,478.00,40.0,"19,120.00",Contratado,
20-1605-00-1082077-1-1,3715,79,5010000,71630,HARINA DE  TRIGO TIPO 000 PRESENTACION  DE 1 KILO,KG,"1,150.00",4.5,"5,175.00",,,,"1,150.00",4.1,"4,715.00",Contratado,
20-1605-00-1082077-1-1,3715,80,5010000,71630,ARROZ GRANO  LARGO ENTERO PRESENTACION DE 1 KILO,KG,"2,622.00",4.7,"12,323.40",,,,"2,622.00",4.0,"10,488.00",Contratado,
20-1605-00-1082077-1-1,3715,81,5010000,71630,YERBA  PRESENTACION PAQUETE DE 500 GRAMOS,PAQ,437.00,13.0,"5,681.00",,,,437.00,12.5,"5,462.50",Contratado,
20-1605-00-1082077-1-1,3715,82,5010000,71630,AZUCAR BLANCA GRANULADA PRESENTACION  DE 5 KILOS,KG,"2,390.00",4.7,"11,233.00",,,,"2,390.00",4.5,"10,755.00",Contratado,
20-1605-00-1082077-1-1,3715,83,5010000,71630,ACEITE COMESTIBLE PRESENTACION  DE 5 LITROS,BIDON,239.00,36.0,"8,604.00",,,,239.00,35.0,"8,365.00",Contratado,
20-1605-00-1082077-1-1,3715,84,5010000,71630,LECHE EN POLVO PRESENTACION PAQUETE DE 760 GRAMOS,PAQo,437.00,42.0,"18,354.00",,,,437.00,40.0,"17,480.00",Contratado,
20-1605-00-1082077-1-1,3715,85,5010000,71630,AZUCAR BLANCA GRANULADA,KG,"2,185.00",4.7,"10,269.50",,,,"2,185.00",4.5,"9,832.50",Contratado,
20-1605-00-1082077-1-1,3715,86,5010000,71630,ARROZ GRANO  LARGO ENTERO  PRESENTACION DE 1 KILO,KG,"2,390.00",4.7,"11,233.00",,,,"2,390.00",4.0,"9,560.00",Contratado,
20-1605-00-1082077-1-1,3715,87,5010000,71630,HARINA DE  TRIGO TIPO 000 PRESENTACION  DE 1 KILO,KG,"2,622.00",4.5,"11,799.00",,,,"2,622.00",4.1,"10,750.20",Contratado,
20-1605-00-1082077-1-1,3715,88,5010000,71630,YERBA  PRESENTACION PAQUETE DE 500 GRAMOS,PAQ,230.00,13.0,"2,990.00",,,,230.00,12.5,"2,875.00",Contratado,
20-1605-00-1082077-1-1,3715,89,5010000,71630,LECHE EN POLVO PRESENTACION PAQUETE DE 760 GRAMOS,PAQ,230.00,42.0,"9,660.00",,,,230.00,40.0,"9,200.00",Contratado,
20-1605-00-1082077-1-1,3715,90,5010000,71630,AZUCAR BLANCA GRANULADA PRESENTACION  DE 5 KILOS,KG,"1,150.00",4.7,"5,405.00",,,,"1,150.00",4.5,"5,175.00",Contratado,
20-1605-00-1082077-1-1,3715,91,5010000,71630,LECHE EN POLVO PRESENTACION PAQUETE DE 760 GRAMOS,PAQ,110.00,42.5,"4,675.00",,,,110.00,40.0,"4,400.00",Contratado,
20-1605-00-1082077-1-1,3715,92,5010000,71630,ARROZ GRANO  LARGO ENTERO  PRESENTACION DE 1 KILO,KG,825.00,4.5,"3,712.50",,,,825.00,4.4,"3,630.00",Contratado,
20-1605-00-1082077-1-1,3715,93,5010000,71630,YERBA  PRESENTACION PAQUETE DE 500 GRAMOS,PAQ,110.00,11.5,"1,265.00",,,,110.00,11.0,"1,210.00",Contratado,
20-1605-00-1082077-1-1,3715,94,5010000,71630,HARINA DE  TRIGO TIPO 000 PRESENTACION  DE 1 KILO,KG,550.00,4.5,"2,475.00",,,,550.00,4.3,"2,365.00",Contratado,
20-1605-00-1082077-1-1,3715,95,5010000,71630,ACEITE COMESTIBLE PRESENTACION  DE 5 LITROS,BIDON,137.00,35.0,"4,795.00",,,,137.00,34.0,"4,658.00",Contratado,
20-1605-00-1082077-1-1,3715,96,5010000,71630,ARROZ GRANO  LARGO ENTERO  PRESENTACION DE 1 KILO,KG,"1,370.00",4.5,"6,165.00",,,,"1,370.00",4.4,"6,028.00",Contratado,
20-1605-00-1082077-1-1,3715,97,5010000,71630,LECHE EN POLVO PRESENTACION PAQUETE DE 760 GRAMOS,PAQ,238.00,42.5,"10,115.00",,,,238.00,40.0,"9,520.00",Contratado,
20-1605-00-1082077-1-1,3715,98,5010000,71610,LECHE EN POLVO PRESENTACION PAQUETE DE 760 GRAMOS,PAQ,274.00,42.5,"11,645.00",,,,274.00,40.0,"10,960.00",Contratado,
20-1605-00-1082077-1-1,3715,99,5010000,71630,HARINA DE  TRIGO TIPO 000 PRESENTACION  DE 1 KILO,KG,"1,428.00",4.5,"6,426.00",,,,"1,428.00",4.3,"6,140.40",Contratado,
20-1605-00-1082077-1-1,3715,100,5010000,71630,YERBA  PRESENTACION PAQUETE DE 500 GRAMOS,PAQ,238.00,11.5,"2,737.00",,,,238.00,11.0,"2,618.00",Contratado,
20-1605-00-1082077-1-1,3715,101,5010000,71630,ACEITE COMESTIBLE PRESENTACION  DE 5 LITROS,BIDON,238.00,35.00,"8,330.00",Unnamed: 0,Unnamed: 1,Unnamed: 2,238.00.1,34.00,"8,092.00",Contratado,
20-1605-00-1082077-1-1,3715,102,5010000,71630,AZUCAR BLANCA GRANULADA PRESENTACION  DE 5 KILOS,KG,"1,190.00",4.5,"5,355.00",,,,"1,190.00",4.4,"5,236.00",Contratado,
20-1605-00-1082077-1-1,3715,103,5010000,71630,ACEITE COMESTIBLE PRESENTACION  DE 5 LITROS,BIDON,110.00,35.0,"3,850.00",,,,110.00,34.0,"3,740.00",Contratado,
20-1605-00-1082077-1-1,3715,104,5010000,71630,AZUCAR BLANCA GRANULADA PRESENTACION  DE 5 KILOS,KG,"1,370.00",4.5,"6,165.00",,,,"1,370.00",4.4,"6,028.00",Contratado,
20-1605-00-1082077-1-1,3715,105,5010000,71630,ARROZ GRANO  LARGO ENTERO  PRESENTACION DE 1 KILO,KG,"1,428.00",4.5,"6,426.00",,,,"1,428.00",4.4,"6,283.20",Contratado,
20-1605-00-1082077-1-1,3715,106,5010000,71610,HARINA DE  TRIGO TIPO 000 PRESENTACION  DE 1 KILO,KG,"1,370.00",4.5,"6,165.00",,,,"1,370.00",4.3,"5,891.00",Contratado,
20-1605-00-1082077-1-1,3715,107,5010000,71610,AZUCAR BLANCA GRANULADA PRESENTACION  DE 5 KILOS,KG,550.00,4.5,"2,475.00",,,,550.00,4.4,"2,420.00",Contratado,
20-1605-00-1082077-1-1,3715,108,5010000,71610,YERBA  PRESENTACION PAQUETE DE 500 GRAMOS,PAQ,274.00,11.5,"3,151.00",,,,274.00,11.0,"3,014.00",Contratado,
20-0908-00-1047662-0-E,3716,1,4229000,43400.0,"ADQUISICIóN DE EQUIPOS MEDICOS TRES ELECTROCARDIóGRAFO 3 CANALES, TRES SILLA DE RUEDA, UN CARRO DE CURACION Y CINCO LARINGOSCOPIO ADULTO PARA EL CENTRO CENTINELA COVID- 19 DEPENDIENTE DEL GOBIERNO AUT",PIEZA,"3,00",,,HOSPITALIA S.R.L.,"2.500,00","7.500,00",,,,Contratado,
20-0908-00-1047662-0-E,3716,2,4229000,43400.0,"ADQUISICIóN DE EQUIPOS MEDICOS TRES ELECTROCARDIóGRAFO 3 CANALES, TRES SILLA DE RUEDA, UN CARRO DE CURACION Y CINCO LARINGOSCOPIO ADULTO PARA EL CENTRO CENTINELA COVID- 19 DEPENDIENTE DEL GOBIERNO AUT",PIEZA,"1,00",,,HOSPITALIA S.R.L.,"3.000,00","3.000,00",,,,Contratado,
20-0908-00-1047662-0-E,3716,3,4229000,39400.0,"ADQUISICIóN DE EQUIPOS MEDICOS TRES ELECTROCARDIóGRAFO 3 CANALES, TRES SILLA DE RUEDA, UN CARRO DE CURACION Y CINCO LARINGOSCOPIO ADULTO PARA EL CENTRO CENTINELA COVID- 19 DEPENDIENTE DEL GOBIERNO AUT",PIEZA,"5,00",,,HOSPITALIA S.R.L.,"3.500,00","17.500,00",,,,Contratado,
20-0908-00-1047662-0-E,3716,4,4229000,43400.0,"ADQUISICIóN DE EQUIPOS MEDICOS TRES ELECTROCARDIóGRAFO 3 CANALES, TRES SILLA DE RUEDA, UN CARRO DE CURACION Y CINCO LARINGOSCOPIO ADULTO PARA EL CENTRO CENTINELA COVID- 19 DEPENDIENTE DEL GOBIERNO AUT",EQUIPO,"3,00",,,HOSPITALIA S.R.L.,"27.000,00","81.000,00",,,,Contratado,
20-0148-00-1101272-1-1,3717,1,4110000,43400,Adquisición de Equipamiento Carro de Paro con Monitor Desfibrilador para la Atención de Pacientes con Covid-19 en el Sistema Integral Social Universitario de la Universidad Amazónica de Pando,GLOBAL,"1,00","130.000,00","130.000,00",,,,"1,00","114.000,00","114.000,00",Contratado,Cronograma 0
20-0908-00-1047672-0-E,3718,1,4229000,43400,ADQUISICION DE EQUIPOS MEDICOS DOS CONCENTRADOR/GENERAD OR DE OXIGENO DE FLUJO CONTINUO PARA EL CENTRO CENTINELA COVID- 19 DEPENDIENTE DEL GOBIERNO AUTONOMO DEPARTAMENTAL DEL BENI,EQUIPO,2.0,,,HOSPITALIA S.R.L.,"22,000.00","44,000.00",2.0,"22,000.00","44,000.00",Contratado,Cronograma
21-0417-06-1156597-1-1,3719,1,5145280,34200,Ivermectina - IVERMECTINA 6 MG. COMPRIMIDO,COMPRI MIDO,"20.000,0","4,00","80.000,00",MEGALABS BOLIVIA S.R.L.,"2,16","43.200,00","20.000,00","2,16","43.200,00",Contratado,Cronograma 0
21-0046-28-1111232-1-1,3720,1,1235000,34200,"PRUEBA PARA IDENTIFICACION DE COVID- 19 POR ANTIGENO, SELLADA, CON HISOPO PARA TOMA DE MUESTRA, CABEZAL PARA TUBO DE EXTRACCION, TUBO DE EXTRACCION DE MUESTRA CON BUFFER",PIEZA,500.0,70.0,"35,000.00",,,,500.0,60.0,"30,000.00",Contratado,Cronograma 0
21-0046-28-1111232-1-1,3720,2,1235000,34200,"PRUEBA PARA IDENTIFICACION DE COVID- 19 POR ANTICUERPO IGG e IGM, SELLADA, CON BUFFER Y CON APLICADORES",PIEZA,250.0,55.0,"13,750.00",,,,250.0,40.0,"10,000.00",Contratado,Cronograma 0
20-0417-02-1092634-1-1,3721,1,3127000,39990,CARPA DE CONTINGENCIA COVID MAS LOGO CNS,Pieza,1.0,"32,000.00","32,000.00",,,,1.0,"28,000.00","28,000.00",Contratado,Cronograma 0
21-0417-01-1120120-1-1,3722,1,4218000,34200,ADQUISICION 24 CAJAS PRUEBA RAPIDA COVID-19 NASOFARINGEA DE DETERMINACION DE ANTIGENO VIRAL,CAJA,24.0,"2,000.00","48,000.00",,,,24.0,"1,500.00","36,000.00",Contratado,Cronograma 0
20-0902-43-1048889-0-E,3723,1,1114000,34500,TAPA DE PLÁSTICO 200 ML,UNIDAD,"4.500,00",,,PRACTIPLAS ENVASES DESECHABLES S.R.L.,"0,08","360,00","4.500,00","0,08","360,00",Contratado,Cronograma
20-0902-43-1048889-0-E,3723,2,1114000,34500,VASO TÉRMICO DE 6 OZ 180 ML,UNIDAD,"4.500,00",,,PRACTIPLAS ENVASES DESECHABLES S.R.L.,"0,30","1.350,00","4.500,00","0,30","1.350,00",Contratado,Cronograma
20-0902-43-1048889-0-E,3723,3,1114000,34500,SG TAPA POTEDE 1/2 LITRO PARA SOPA,UNIDAD,"3.000,00",,,PRACTIPLAS ENVASES DESECHABLES S.R.L.,"0,44","1.320,00","3.000,00","0,44","1.320,00",Contratado,Cronograma
20-0902-43-1048889-0-E,3723,4,1114000,34500,BOLSAS GAVIOTA NORMAL BLANCO 27 X 48 PAQ,PAQUET E,"20,00",,,PRACTIPLAS ENVASES DESECHABLES S.R.L.,"12,50","250,00","20,00","12,50","250,00",Contratado,Cronograma
20-0902-43-1048889-0-E,3723,5,1114000,34500,CONTENEDOR DE 32 OZ EPS CON TAPA 945 ML,UNIDAD,"5.000,00",,,PRACTIPLAS ENVASES DESECHABLES S.R.L.,"1,50","7.500,00","5.000,00","1,50","7.500,00",Contratado,Cronograma
20-0902-43-1048889-0-E,3723,6,1114000,34500,CUCHARA,UNIDAD,"5.000,00",,,PRACTIPLAS ENVASES DESECHABLES S.R.L.,"0,22","1.100,00","5.000,00","0,22","1.100,00",Contratado,Cronograma
20-0902-43-1048889-0-E,3723,7,1114000,34500,PLATO DE SEGUNDO CT5 SG,UNIDAD,"4.500,00",,,PRACTIPLAS ENVASES DESECHABLES S.R.L.,"0,65","2.925,00","4.500,00","0,65","2.925,00",Contratado,Cronograma
20-0902-43-1048889-0-E,3723,8,1114000,34500,TAPAS PARA VASOS PET DOMO,UNIDAD,"4.500,00",,,PRACTIPLAS ENVASES DESECHABLES S.R.L.,"0,40","1.800,00","4.500,00","0,40","1.800,00",Contratado,Cronograma
20-0902-43-1048889-0-E,3723,9,1114000,34500,TAPA VASO TÉRMICO 6 OZ 180 ML,UNIDAD,"4.500,00",,,PRACTIPLAS ENVASES DESECHABLES S.R.L.,"0,22","990,00","4.500,00","0,22","990,00",Contratado,Cronograma
20-0902-43-1048889-0-E,3723,10,1114000,34500,SGPOTE DE 1/2 LITRO PARA SOPA,UNIDAD,"3.000,00",,,PRACTIPLAS ENVASES DESECHABLES S.R.L.,"0,75","2.250,00","3.000,00","0,75","2.250,00",Contratado,Cronograma
20-0902-43-1048889-0-E,3723,11,1114000,34500,VASOS PLÁSTICOS 200 ML,UNIDAD,"4.500,00",,,PRACTIPLAS ENVASES DESECHABLES S.R.L.,"0,10","450,00","4.500,00","0,10","450,00",Contratado,Cronograma
20-0902-43-1048889-0-E,3723,12,1114000,34500,VASO PET 7 OZ,UNIDAD,"4.500,00",,,PRACTIPLAS ENVASES DESECHABLES S.R.L.,"0,60","2.700,00","4.500,00","0,60","2.700,00",Contratado,Cronograma
21-1601-00-1119290-1-1,3724,1,3116000,34500,LAVAMANOS PORTATIL DE PLASTICO,PZA,1.0,695.0,695.00,,,,1.0,690.0,690.00,Contratado,Cronograma 0
21-1601-00-1119290-1-1,3724,2,4214000,39400,SATUROMETRO (OXIMETRO),PZA,2.0,180.0,360.00,,,,2.0,170.0,340.00,Contratado,Cronograma 0
21-1601-00-1119290-1-1,3724,3,4713000,39100,ALCOHOL LIQUIDO AL 70 % DE 1 LT,FRASCO,240.0,12.0,"2,880.00",,,,240.0,11.0,"2,640.00",Contratado,Cronograma 0
21-1601-00-1119290-1-1,3724,4,5310000,33300,EQUIPO DE PROTECCION PERSONAL A 70,UNIDAD,42.0,180.0,"7,560.00",,,,42.0,179.0,"7,518.00",Contratado,Cronograma 0
21-1601-00-1119290-1-1,3724,5,4219000,34500,"ANTIPARRA MODELO AVIATOR, ANTI EMPAÑANTE TRANSPARENTE PROTECCION MEDICA",PZA,10.0,70.0,700.00,,,,10.0,50.0,500.00,Contratado,Cronograma 0
21-1601-00-1119290-1-1,3724,6,4713000,39100,BOLSAS ROJAS MEDIDAS 50 X 65 CM DE POLICARBONATO,UNIDAD,300.0,32.0,"9,600.00",,,,300.0,1.2,360.00,Contratado,Cronograma 0
21-1601-00-1119290-1-1,3724,7,4713000,39100,ALCOHOL EN GEL DE 1 LT CON DOSIFICADOR,FRASCO,150.0,22.0,"3,300.00",,,,150.0,21.99,"3,298.50",Contratado,Cronograma 0
21-1601-00-1119290-1-1,3724,8,5612000,34500,BIOMBO,PZA,1.0,800.0,800.00,,,,1.0,799.0,799.00,Contratado,Cronograma 0
21-1601-00-1119290-1-1,3724,9,5310000,33300,BATAS DESECHABLES,UNIDAD,576.0,22.0,"12,672.00",,,,576.0,21.9,"12,614.40",Contratado,Cronograma 0
21-1601-00-1119290-1-1,3724,10,4618000,34500,MASCARA FACIAL,PZA,10.0,70.0,700.00,,,,10.0,30.0,300.00,Contratado,Cronograma 0
21-1601-00-1119290-1-1,3724,11,3116000,34500,MOCHILA DE DESINFECCION DE 20 LT,PZA,1.0,270.0,270.00,,,,1.0,240.0,240.00,Contratado,Cronograma 0
21-1601-00-1119290-1-1,3724,12,5310000,33300,GORROS QUIRURGICOS,UNIDAD,576.0,1.5,864.00,,,,576.0,1.0,576.00,Contratado,Cronograma 0
21-1601-00-1119290-1-1,3724,13,4214000,39400,GUANTES DE LATEX (CAJA DE 50 PARES),CAJA,30.0,90.0,"2,700.00",,,,30.0,77.0,"2,310.00",Contratado,Cronograma 0
21-1601-00-1119290-1-1,3724,14,5310000,33300,CUBRE CALZADO,PARES,576.0,1.0,576.00,,,,576.0,0.99,570.24,Contratado,Cronograma 0
21-1601-00-1119290-1-1,3724,15,4214000,39400,DETECTOR DE TEMPERATURA,PZA,2.0,260.0,520.00,,,,2.0,200.0,400.00,Contratado,Cronograma 0
21-0903-00-1183618-1-1,3725,1,4111620,34200,Kits de pruebas rápidas - PRUEBA RÁPIDA DE ANTÍGENO NASAL COVID-19,CAJA,35.0,"1,400.00","49,000.00",,,,35.0,520.0,"18,200.00",Contratado,Cronograma 0
20-0906-00-1044247-0-E,3726,1,4213000,33300,TRAJES DE BIOSEGURIDAD,JUEGOS,"260,00",,,JIJENA ZENTENO MARIA LIDIA,"190,00","49.400,00","260,00","190,00","49.400,00",Contratado,Cronograma
20-1201-00-1089130-1-1,3727,1,5121000,34200,Imipenem + Cilastatina 500 mg + 500 mg,Inyectable,"892,00","56,00","49.952,00",,,,"892,00","40,00","35.680,00",Contratado,Cronograma 0
20-1601-00-1041478-0-E,3728,1,4214000,33300,ADQUISICION DE GUANTES DE NITRILO REUTILIZABLES PARA CENTROS DE SALUD ZOONOSIS Y HEMODIALISIS PREVENCION COVID 2019,UNID.,"1,00",,,JUSTINIANO ARCE DE ZAMORA MARIA TERESA,"49.010,00","49.010,00","1,00","49.010,00","49.010,00",Contratado,Cronograma
20-0418-03-1042522-0-E,3729,1,4213000,34200,BATAS DE SEGURIDAD COVID-19 PERSONAL DE ENFERMERIA,PIEZA,"391,00",,,MARQUINA NUÑEZ DEL PRADO LOURDES,"61,60","24.085,60","391,00","61,60","24.085,60",Contratado,Cronograma
20-1202-00-1101710-1-1,3730,1,5121000,34200,ADQUISICION DE MEDICAMENTOS E INSUMOS PARA ATENCION EN RASTRILLAJE COVID-19,GLOBAL,"1,00","86.822,46","86.822,46",,,,"1,00","86.822,46","86.822,46",Contratado,Cronograma 0
20-0901-00-1066764-2-2,3731,1,1019000,34200,ABAMECTINA (8.4 SC),LITRO,"154,00","870,00","133.980,00",MOROCHI ANCALLE OMAR,"570,00","87.780,00","154,00","570,00","87.780,00",Contratado,Cronograma 0
20-0901-00-1066764-2-2,3731,2,1019000,34200,CYMOXANIL + MANCOZEB,KILO,"234,00","125,00","29.250,00",REYNAGA CUELLAR DAVID REYNALDO,"118,00","27.612,00","234,00","118,00","27.612,00",Contratado,Cronograma 0
20-0901-00-1066764-2-2,3731,3,1019000,34200,AZOXISTROBINA+ CIPROCONAZOL (4 DE 250 CC),LITRO,"155,00","620,00","96.100,00",MOROCHI ANCALLE OMAR,"420,00","65.100,00","155,00","420,00","65.100,00",Contratado,Cronograma 0
20-0901-00-1066764-2-2,3731,4,1019000,34200,PROPICONAZOL (4 DE 250 CC),LITRO,"174,00","355,00","61.770,00",CRUZ VILLCA IVAN,"310,00","53.940,00","174,00","310,00","53.940,00",Contratado,Cronograma 0
20-0903-00-1072657-1-1,3732,1,4216000,43400,ITEM 1 MONITOR DE DIALISIS PARA SALA COVID 19,PIEZA,"4,00","194.000,00","776.000,00",VARGAS RIVAS JOSE MIGUEL,"194.000,00","776.000,00","4,00","194.000,00","776.000,00",Contratado,Cronograma 0
20-0903-00-1072657-1-1,3732,2,4216000,43400,ITEM 2 MONITOR DE COMPOSICION CORPORAL,PIEZA,"1,00","64.500,00","64.500,00",VARGAS RIVAS JOSE MIGUEL,"64.500,00","64.500,00","1,00","64.500,00","64.500,00",Contratado,Cronograma 0
20-0903-00-1072657-1-1,3732,3,4229000,43400,ITEM 3 ELECTROBISTURI MINI CUTTER,PIEZA,"1,00","33.000,00","33.000,00",VARGAS RIVAS JOSE MIGUEL,"33.000,00","33.000,00","1,00","33.000,00","33.000,00",Contratado,Cronograma 0
20-1734-00-1094168-1-1,3733,1,5019000,71630,PROVISIÓN DE ALIMENTOS ?CANASTA ESCOLAR POST COVID-19 MONTERO? (PACK No 7),GLOBAL,"800,00","250,00","200.000,00",ROCKHOLT MONTAÑO MIGUEL ESTEBAN,"249,84","199.872,00","800,00","249,84","199.872,00",Contratado,Cronograma 0
20-1801-00-1046818-0-E,3734,1,5011000,31150,ALIMENTACION,RACION,"1,00",,,DAMARYS VACA SALINAS,"49.920,00","49.920,00","1,00","49.920,00","49.920,00",Contratado,Cronograma
21-0423-00-1169264-1-1,3735,1,5136260,34200,Pregabalina - Pregabalina 75 mg,Comprimi do o Cápsula,"20.350,0","2,68","54.538,00",,,,,,,No se presentaron proponentes,Cronograma 0
21-0423-00-1169264-1-1,3735,2,5113160,34200,Warfarina - Warfarina 5 mg,comprimid o,"4.500,00","0,60","2.700,00",,,,,,,No se presentaron proponentes,Cronograma 0
21-0423-00-1169264-1-1,3735,3,4110622,43400,Solución salina embotellada o agua para microbiología - Solución ringer lactato 500 ml,Solucion P/,"474,00","7,99","3.787,26",,,,,,,No se presentaron proponentes,Cronograma 0
21-0423-00-1169264-1-1,3735,4,5128270,34200,Vancomicina - Vancomicina 500 mg,inyectable,"2.900,00","15,90","46.110,00",LABORATORIOS IFA S.A.,"15,85","45.965,00","2.900,00.1","15,85.1","45.965,00.1",Contratado,
21-0423-00-1169264-1-1,3735,5,5050161,34200,Suplemento nutricional de zinc - Zinc (como sulfato) 20 mg,comprimid o,"6.750,00","0,70","4.725,00",LABORATORIOS IFA S.A.,"0,21","1.417,50","6.750,00","0,21","1.417,50",Contratado,
21-0423-00-1169264-1-1,3735,6,4110622,43400,Solución salina embotellada o agua para microbiología - Solución ringer lactato 1.000 ml,Solucion P/,"1.210,00","9,50","11.495,00",,,,,,,No se presentaron proponentes,
21-0423-00-1169264-1-1,3735,7,5117247,34200,Omeprazol / bicarbonato de sodio - Omeprazol 40 mg/ml,Inyectable,"5.275,00","9,03","47.633,25",TERAPEUTICA BOLIVIANA SOCIEDAD ANONIMA (TERBOL S.A.),"8,00","42.200,00","5.275,00","8,00","42.200,00",Contratado,
21-0423-00-1169264-1-1,3735,8,5142210,34200,Prednisona - Prednisona 20 mg,Comprimi do ranurado,"7.800,00","0,70","5.460,00",LABORATORIOS IFA S.A.,"0,60","4.680,00","7.800,00","0,60","4.680,00",Contratado,
21-0423-00-1169264-1-1,3735,9,5138170,34200,Acetaminofén o paracetamol - Paracetamol (Acetaminofeno) 500 mg,Comprimi do,"34.750,0","0,14","4.865,00",OVIEDO HUERTA AYDA LILA,"0,10","3.475,00","34.750,00","0,10","3.475,00",Contratado,
21-0423-00-1169264-1-1,3735,10,5116203,34200,Fluticasona / salmeterol - Salmeterol + Fluticasona 25 mcg + 125 mcg,Aerosol,"600,00","104,00","62.400,00",QUIMIZA LTDA,"103,99","62.394,00","600,00","103,99","62.394,00",Contratado,
21-0423-00-1169264-1-1,3735,11,5138462,34200,Metamizole sódico - Metamizol (Dipirona)1 g,Inyectable,"14.100,0","1,80","25.380,00",,,,,,,No se presentaron proponentes,
21-0423-00-1169264-1-1,3735,12,5117181,34200,Ondansetrón - Ondansetrón 8 mg,Inyectable,"1.535,00","11,50","17.652,50",,,,,,,No se presentaron proponentes,
21-0423-00-1169264-1-1,3735,13,5118220,34200,Oxitocina - Oxitocina 5 UI/ml o 10 UI/ml,Inyectable,"1.145,00","2,00","2.290,00",,,,,,,No se presentaron proponentes,
21-0423-00-1169264-1-1,3735,14,5113160,34200,Heparina - Heparina sódica 5.000 UI/ml,Inyectable,"1.670,00","35,00","58.450,00",,,,,,,No se presentaron proponentes,
21-0423-00-1169264-1-1,3735,15,5142241,34200,Hidrocortisona - Hidrocortisona succinato sódico 100 mg,Inyectable,"2.135,00","7,90","16.866,50",,,,,,,No se presentaron proponentes,
21-0423-00-1169264-1-1,3735,16,5139172,34200,Levarterenol o noradrenalina o norepinefrina - Noradrenalina 1 mg/ml,Inyectable,"1.300,00","36,00","46.800,00",,,,,,,No se presentaron proponentes,
21-0423-00-1169264-1-1,3735,17,4110622,43400,"Solución salina embotellada o agua para microbiología - Solución Fisiológica 0,9% (500 ml)",Solución P/,"3.852,00","7,95","30.623,40",,,,,,,No se presentaron proponentes,
21-0423-00-1169264-1-1,3735,18,5128490,34200,Cilastatina / imipenem - Imipenem + Cilastatina 500 mg + 500 mg,Inyectable,"5.715,00","43,00","245.745,00",LABORATORIOS IFA S.A.,"42,99","245.687,85","5.715,00","42,99","245.687,85",Contratado,
21-0423-00-1169264-1-1,3735,19,5140153,34200,Midazolam - Midazolam 15 mg/3 ml,Inyectable,"5.700,00","17,10","97.470,00",,,,,,,No se presentaron proponentes,
21-0423-00-1169264-1-1,3735,20,5138450,34200,Ibuprofeno - Ibuprofeno,Comprim,"66.500,0","0,20","13.300,00",LABORATORIO,"0,20","13.300,00","66.500,0","0,20","13.300,00",Contratado,
21-0423-00-1169264-1-1,3735,21,5128292,34200,Levofloxacina - Levofloxacina500 mg,Comprimi do,"7.675,00","12,10","92.867,50",IMPORTADORA FARMACEUTICA QUIMFA BOLIVIA SOCIEDAD ANONIMA,"12,00","92.100,00","7.675,00","12,00","92.100,00",Contratado,
21-0423-00-1169264-1-1,3735,22,5117180,34200,Metoclopramida - Metoclopramida 10 mg,Comprimi do,"3.700,00","0,10","370,00",LABORATORIO HAHNEMANN S.R.L.,"0,09","333,00","3.700,00","0,09","333,00",Contratado,
