cuce,list_n,tipo_a,monto_a,tipo_b,monto_b,tipo_c,monto_c
20-1301-00-1089926-1-1,3864,Total Referencial:,196000,Total Recepcionado:,196000,,
20-0417-01-1088832-1-1,3865,Total Referencial:,48880,Total Recepcionado:,48880,,
21-4601-00-1119468-1-1,3866,Total Referencial:,42335,Total Recepcionado:,42335,,
20-1206-00-1052389-0-E,3867,Total Adjudicado:,47563,,,,
20-0418-07-1048386-0-E,3868,Total Adjudicado:,260000,Total Recepcionado:,260000,,
20-0902-01-1045356-0-E,3869,Total Adjudicado:,49992,,,,
20-0905-00-1045025-0-E,3870,Total Adjudicado:,27710,,,,
21-0417-06-1158877-1-1,3871,Total Referencial:,297000,Total Adjudicado:,296000,Total Recepcionado:,296000
20-1205-00-1088510-1-1,3872,Total Referencial:,520855,Total Recepcionado:,520855,,
20-1201-00-1090319-1-1,3873,Total Referencial:,49950,Total Recepcionado:,49950,,
20-0418-03-1049164-0-E,3874,Total Adjudicado:,43300,Total Recepcionado:,43300,,
20-0909-00-1050351-0-E,3875,Total Adjudicado:,38280,Total Recepcionado:,38280,,
21-0423-00-1140163-1-1,3876,Total Referencial:,124763,Total Adjudicado:,107400,Total Recepcionado:,107400
20-0901-00-1083773-1-1,3877,Total Referencial:,168662.5,Total Adjudicado:,167025,Total Recepcionado:,167025
20-0906-29-1089726-1-1,3878,Total Referencial:,99080,Total Adjudicado:,95381.1,Total Recepcionado:,
21-1334-00-1188191-1-1,3879,Total Referencial:,113600,Total Adjudicado:,94400,,
20-0902-01-1043414-0-E,3880,Total Adjudicado:,50000,Total Recepcionado:,50000,,
20-1734-00-1049181-0-E,3881,Total Adjudicado:,141810,Total Recepcionado:,141810,,
20-1313-00-1078473-1-1,3882,Total Referencial:,250838,Total Recepcionado:,250838,,
20-1271-00-1076138-1-1,3883,Total Referencial:,428842,Total Adjudicado:,427136.6,,
20-0417-07-1076969-1-1,3884,Total Referencial:,31250,Total Recepcionado:,31250,,
21-1334-00-1106527-2-1,3885,Total Referencial:,47200,Total Adjudicado:,32800,Total Recepcionado:,60400
20-0903-00-1039258-0-E,3886,Total Adjudicado:,50400,Total Recepcionado:,50400,,
20-1901-00-1088794-1-1,3887,Total Referencial:,31400,Total Recepcionado:,31400,,
20-0902-01-1046841-1-1,3888,Total Referencial:,200000,Total Adjudicado:,156000,Total Recepcionado:,156000
20-1511-00-1098458-1-1,3889,Total Referencial:,28400,,,,
20-1605-00-1038840-0-E,3890,Total Adjudicado:,419084.31,Total Recepcionado:,419084.31,,
20-0417-02-1089943-1-1,3891,Total Referencial:,89600,Total Recepcionado:,82020,,
21-0781-00-1142467-1-1,3892,Total Referencial:,638178,Total Adjudicado:,280930.52,Total Recepcionado:,280930.52
20-0906-00-1044677-0-E,3893,Total Adjudicado:,4613961.44,Total Recepcionado:,4613961.44,,
20-0417-00-1039881-0-E,3894,Total Adjudicado:,645300,Total Recepcionado:,645300,,
21-0141-00-1154986-1-1,3895,Total Referencial:,216000,Total Adjudicado:,192000,Total Recepcionado:,192000
20-1310-00-1083475-1-1,3896,Total Referencial:,240000,Total Recepcionado:,240000,,
20-1280-00-1096675-1-1,3897,Total Referencial:,117138,Total Adjudicado:,117138,Total Recepcionado:,117138
20-0147-00-1082916-1-1,3898,Total Referencial:,1424540.93,Total Adjudicado:,1421429.05,Total Recepcionado:,1445822.41
20-0417-01-1088619-1-1,3899,Total Referencial:,42800,Total Recepcionado:,42800,,
20-0906-29-1083601-1-1,3900,Total Referencial:,291460,Total Adjudicado:,275580,Total Recepcionado:,275580
20-1206-00-1052316-0-E,3901,Total Adjudicado:,47100,Total Recepcionado:,47100,,
20-0046-00-1039093-0-E,3902,Total Adjudicado:,69000,Total Recepcionado:,69000,,
20-1201-00-1087974-1-1,3903,Total Referencial:,49400,Total Recepcionado:,49400,,
20-1734-00-1094207-1-1,3904,Total Referencial:,200000,Total Adjudicado:,199872,Total Recepcionado:,199872
20-0046-37-1079994-1-1,3905,Total Referencial:,48050,Total Recepcionado:,48050,,
21-1101-00-1176584-1-1,3906,Total Referencial:,44488.78,Total Recepcionado:,33999,,
21-0138-00-1136323-1-1,3907,Total Referencial:,304800,Total Adjudicado:,228000,Total Recepcionado:,228000
20-0906-28-1080705-1-1,3908,Total Referencial:,146862,Total Adjudicado:,134623.5,Total Recepcionado:,134623.5
21-1701-00-1150267-1-2,3909,Total Referencial:,41420,,,,
20-0142-00-1085194-1-1,3910,Total Referencial:,23270,Total Recepcionado:,23270,,
20-0418-03-1042443-0-E,3911,Total Adjudicado:,34470,Total Recepcionado:,34470,,
20-0020-02-1094580-1-1,3912,Total Referencial:,45000,Total Recepcionado:,43064,,
20-1513-00-1083968-1-1,3913,Total Referencial:,403120,Total Adjudicado:,376740,Total Recepcionado:,376740
20-1734-00-1049032-0-E,3914,Total Adjudicado:,180000,Total Recepcionado:,180000,,
20-0908-00-1047627-0-E,3915,Total Adjudicado:,96000,Total Recepcionado:,96000,,
20-1704-00-1092808-1-1,3916,Total Referencial:,980000,Total Adjudicado:,920000,Total Recepcionado:,920000
20-0905-00-1045398-0-E,3917,Total Adjudicado:,41800,Total Recepcionado:,41800,,
20-0903-00-1040406-0-E,3918,Total Adjudicado:,350000,Total Recepcionado:,350000,,
20-1323-00-1087997-1-1,3919,Total Referencial:,450000,Total Adjudicado:,418296,Total Recepcionado:,418296
21-4601-02-1177053-1-1,3920,Total Referencial:,88920,Total Adjudicado:,88920,Total Recepcionado:,
20-1801-00-1048761-0-E,3921,Total Adjudicado:,351668,Total Recepcionado:,351668,,
21-1601-00-1112048-1-1,3922,Total Referencial:,48000,Total Recepcionado:,25520,,
21-1539-00-1169233-3-2,3923,Total Referencial:,48400,Total Adjudicado:,47150,Total Recepcionado:,47150
21-1539-00-1169233-3-2,3923,Total Referencial:,135200,Total Adjudicado:,133277,Total Recepcionado:,133277
21-0903-00-1172500-1-1,3924,Total Referencial:,506500,Total Adjudicado:,506500,Total Recepcionado:,506500
20-0020-02-1094529-1-1,3925,Total Referencial:,47500,Total Recepcionado:,41800,,
20-1734-00-1094154-2-1,3926,Total Referencial:,200000,Total Adjudicado:,196800,Total Recepcionado:,196800
22-1345-00-1193298-1-1,3927,Total Referencial:,48820,Total Recepcionado:,32400,,
21-1118-00-1171250-1-1,3928,Total Referencial:,92450,Total Adjudicado:,89660,Total Recepcionado:,89660
21-1801-00-1133994-1-1,3931,Total Referencial:,49968,Total Recepcionado:,49968,,
21-0901-02-1175869-1-1,3932,Total Referencial:,337504,Total Recepcionado:,337504,,
20-1115-00-1083587-1-1,3933,Total Referencial:,47967.810000000005,Total Recepcionado:,47967.810000000005,,
21-0902-43-1135241-1-1,3934,Total Referencial:,199745.5,Total Adjudicado:,163584.2,Total Recepcionado:,163584.2
21-1257-00-1109690-1-1,3935,Total Referencial:,183864,Total Adjudicado:,164069,Total Recepcionado:,164069
20-1302-00-1098777-1-1,3936,Total Referencial:,700000,Total Recepcionado:,660000,,
21-1539-00-1169233-1-1,3937,Total Referencial:,182000,Total Adjudicado:,,,
21-1539-00-1169233-1-1,3937,Total Referencial:,214000,Total Adjudicado:,212784,Total Recepcionado:,212784
20-1310-00-1039801-0-E,3938,Total Adjudicado:,48010,Total Recepcionado:,48010,,
20-1338-00-1064387-1-1,3939,Total Referencial:,375030,Total Adjudicado:,372300,Total Recepcionado:,372300
20-1120-00-1040533-0-E,3940,Total Adjudicado:,100520,Total Recepcionado:,100520,,
20-0418-07-1047680-0-E,3941,Total Adjudicado:,134000,Total Recepcionado:,134000,,
20-0905-00-1089927-1-1,3942,Total Referencial:,41708.229999999996,Total Recepcionado:,41708.229999999996,,
20-0411-00-1090273-1-1,3943,Total Referencial:,33600,Total Recepcionado:,33600,,
20-1325-00-1096586-1-1,3944,Total Referencial:,35000,Total Recepcionado:,28000,,
21-0417-06-1119465-1-2,3945,Total Referencial:,795000,Total Adjudicado:,240000,Total Recepcionado:,240000
21-1305-00-1153046-1-1,3946,Total Referencial:,49415,Total Recepcionado:,42394,,
20-1606-00-1074118-1-1,3947,Total Referencial:,1795370,Total Recepcionado:,1795370,,
20-0417-06-1075266-1-1,3948,Total Referencial:,910000,Total Adjudicado:,728000,Total Recepcionado:,728000
20-1206-00-1052339-0-E,3949,Total Adjudicado:,22500,Total Recepcionado:,22500,,
20-1606-00-1039665-0-E,3950,Total Adjudicado:,111650,Total Recepcionado:,111650,,
20-0141-00-1081437-1-1,3952,Total Referencial:,994600,Total Adjudicado:,740120,Total Recepcionado:,740120
20-0417-06-1082940-1-1,3953,Total Referencial:,950000,Total Adjudicado:,406250,Total Recepcionado:,406250
21-1303-00-1185602-1-1,3954,Total Referencial:,43160,Total Recepcionado:,30870,,
20-1232-00-1041560-0-E,3955,Total Adjudicado:,665528,Total Recepcionado:,665528,,
21-1302-00-1177324-1-1,3956,Total Referencial:,457000,Total Adjudicado:,307630,Total Recepcionado:,307630
20-0907-00-1097135-1-1,3957,Total Referencial:,198900,Total Adjudicado:,198050,Total Recepcionado:,198050
20-1245-00-1094527-1-1,3958,Total Referencial:,129503,Total Recepcionado:,115667,,
20-0902-01-1078065-1-1,3959,Total Referencial:,980000,Total Adjudicado:,770000,Total Recepcionado:,770000
20-1322-00-1051625-0-E,3960,Total Adjudicado:,20880,Total Recepcionado:,20880,,
20-1124-00-1081223-1-1,3961,Total Referencial:,50075,Total Recepcionado:,41690,,
20-1910-00-1078297-1-1,3962,Total Referencial:,77046,Total Adjudicado:,77046,Total Recepcionado:,77046
20-1304-00-1051533-0-E,3963,Total Adjudicado:,671880.5,Total Recepcionado:,671880.5,,
20-1601-00-1051433-0-E,3964,Total Adjudicado:,44400,,,,
21-0901-02-1170177-1-1,3965,Total Referencial:,64500,Total Recepcionado:,64500,,
21-1541-00-1151551-2-1,3966,Total Referencial:,181735,Total Adjudicado:,167000,Total Recepcionado:,167000
20-1306-00-1064138-1-1,3967,Total Referencial:,1076733.1600000001,Total Adjudicado:,551304.41,Total Recepcionado:,551304.41
20-1324-00-1090203-1-1,3968,Total Referencial:,45912,Total Recepcionado:,44764.2,,
20-1205-00-1099152-1-1,3969,Total Referencial:,1350000,Total Recepcionado:,1275000,,
20-1329-00-1086740-1-1,3970,Total Referencial:,159885,Total Recepcionado:,159885,,
20-0901-02-1050255-0-E,3971,Total Adjudicado:,61200,Total Recepcionado:,61200,,
20-1228-00-1094083-1-1,3972,Total Referencial:,30000,Total Recepcionado:,30000,,
20-1201-00-1065130-2-1,3973,Total Referencial:,199950,Total Adjudicado:,192690,Total Recepcionado:,163262.5
20-1801-00-1049918-0-E,3974,Total Adjudicado:,102000,Total Recepcionado:,39565,,
20-0417-07-1078377-1-1,3975,Total Referencial:,42000,Total Recepcionado:,42000,,
20-1431-00-1079095-1-1,3976,Total Referencial:,285200,Total Recepcionado:,219604,,
20-1266-00-1098307-1-1,3977,Total Referencial:,37500,Total Recepcionado:,37500,,
21-1534-00-1170797-1-1,3978,Total Referencial:,45400,Total Recepcionado:,45400,,
20-1813-00-1101182-1-1,3979,Total Referencial:,190415.16,Total Recepcionado:,190415.16,,
20-1803-00-1046673-0-E,3980,Total Adjudicado:,49895,Total Recepcionado:,49895,,
20-1701-00-1040288-0-E,3981,Total Adjudicado:,30000,Total Recepcionado:,30000,,
20-1601-00-1041925-0-E,3982,Total Adjudicado:,49950,Total Recepcionado:,49950,,
20-1801-00-1089301-1-1,3983,Total Referencial:,105650,Total Recepcionado:,105250,,
20-1271-00-1074150-1-1,3984,Total Referencial:,156120,Total Adjudicado:,156120,Total Recepcionado:,156120
20-1801-00-1079080-1-1,3985,Total Referencial:,477007,Total Recepcionado:,263219.2,,
20-0901-02-1093991-1-1,3986,Total Referencial:,1572800,Total Recepcionado:,989040,,
21-0432-00-1107084-1-1,3987,Total Referencial:,49947.6,Total Recepcionado:,41181,,
20-1314-00-1043886-0-E,3988,Total Adjudicado:,26700,Total Recepcionado:,26700,,
20-0417-01-1073151-1-1,3989,Total Referencial:,480000,Total Recepcionado:,117000,,
20-4601-00-1046737-0-E,3990,Total Adjudicado:,261000,,,,
21-1328-00-1160632-1-1,3991,Total Referencial:,49250,Total Recepcionado:,39141,,
20-1734-00-1094228-1-1,3992,Total Referencial:,200000,Total Adjudicado:,196800,Total Recepcionado:,196800
21-0905-00-1179787-1-1,3993,Total Referencial:,45500,Total Recepcionado:,45500,,
20-0417-06-1082922-1-1,3994,Total Referencial:,300000,Total Adjudicado:,120000,Total Recepcionado:,120000
20-0906-29-1082503-1-1,3995,Total Referencial:,49305,Total Recepcionado:,49132,,
20-1119-00-1078302-1-1,3996,Total Referencial:,187400,Total Adjudicado:,168400,Total Recepcionado:,168400
20-0418-07-1049163-0-E,3997,Total Adjudicado:,150000,Total Recepcionado:,150000,,
20-1432-00-1099616-1-1,3998,Total Referencial:,28300,Total Recepcionado:,28300,,
20-0906-00-1041212-0-E,3999,Total Adjudicado:,36740,Total Recepcionado:,36740,,
20-1302-00-1047697-0-E,4000,Total Adjudicado:,49500,Total Recepcionado:,49500,,
20-0046-00-1038991-0-E,4001,Total Adjudicado:,449970,Total Recepcionado:,449970,,
21-0422-00-1179756-1-1,4002,Total Referencial:,900000,Total Adjudicado:,866732.3300000001,,
20-0418-07-1049392-0-E,4003,Total Adjudicado:,235250,Total Recepcionado:,235250,,
20-1306-00-1088781-1-1,4004,Total Referencial:,95700,Total Adjudicado:,66100,Total Recepcionado:,76000
21-0046-00-1159724-1-1,4005,Total Referencial:,22436,Total Recepcionado:,21962,,
20-0906-00-1039590-0-E,4006,Total Adjudicado:,431100,Total Recepcionado:,431100,,
20-0418-07-1052709-0-E,4007,Total Adjudicado:,215140,Total Recepcionado:,215140,,
20-1324-00-1045899-0-E,4008,Total Adjudicado:,23000,Total Recepcionado:,23000,,
21-0046-00-1135659-1-1,4009,Total Referencial:,,"40.000,00",,"40.000,00",
20-0417-01-1075930-1-1,4010,Total Referencial:,178840,Total Recepcionado:,178840,,
21-0903-00-1147107-1-1,4011,Total Referencial:,100000,Total Adjudicado:,17500,Total Recepcionado:,17500
20-1801-00-1046356-0-E,4012,Total Adjudicado:,22500,Total Recepcionado:,22500,,
20-0903-00-1093983-1-1,4013,Total Referencial:,27000,Total Recepcionado:,27000,,
20-1528-00-1067615-2-1,4015,Total Referencial:,594798,Total Adjudicado:,564570,Total Recepcionado:,564570
20-1528-00-1067615-2-1,4015,Total Referencial:,126340,Total Adjudicado:,,,
20-1528-00-1067615-2-1,4015,Total Referencial:,125050,Total Adjudicado:,124840,Total Recepcionado:,124840
21-0513-00-1168782-1-1,4016,Total Referencial:,32890,Total Recepcionado:,30140,,
20-1329-00-1100783-1-1,4017,Total Referencial:,143775,Total Recepcionado:,143775,,
21-1517-00-1144260-1-1,4018,Total Referencial:,226931.25,Total Adjudicado:,154795.94999999998,Total Recepcionado:,154795.94999999998
20-0411-00-1090257-1-1,4019,Total Referencial:,1792206,Total Recepcionado:,1792206,,
20-1606-00-1049087-0-E,4020,Total Adjudicado:,143550,Total Recepcionado:,143550,,
20-1734-00-1094184-2-1,4021,Total Referencial:,200000,Total Adjudicado:,196800,Total Recepcionado:,196800
20-0903-00-1089411-1-1,4022,Total Referencial:,145000,Total Adjudicado:,145000,Total Recepcionado:,145000
20-3701-00-1084776-1-1,4023,Total Referencial:,34710,Total Recepcionado:,34710,,
20-0417-01-1052224-0-E,4024,Total Adjudicado:,99900,,,,
20-1201-00-1042532-0-E,4025,Total Adjudicado:,843897.6,Total Recepcionado:,843897.6,,
21-0417-01-1128089-1-1,4026,Total Referencial:,49939.78,Total Recepcionado:,49939.78,,
20-1703-00-1048911-0-E,4027,Total Adjudicado:,28800,Total Recepcionado:,28800,,
20-1610-00-1038841-0-E,4028,Total Adjudicado:,33620,Total Recepcionado:,33620,,
20-0902-43-1039821-0-E,4029,Total Adjudicado:,42338.7,Total Recepcionado:,42338.7,,
20-1601-00-1044052-0-E,4030,Total Adjudicado:,49600,,,,
21-1201-00-1178738-1-1,4031,Total Referencial:,48000,Total Recepcionado:,96000,,
21-1602-00-1109739-1-1,4032,Total Referencial:,199745,Total Adjudicado:,158961.7,Total Recepcionado:,158961.7
20-1306-00-1048395-0-E,4033,Total Adjudicado:,27600,Total Recepcionado:,27600,,
20-1501-00-1046439-0-E,4034,Total Adjudicado:,45500,,,,
20-1905-00-1052466-0-E,4035,Total Adjudicado:,120000,,,,
20-1801-00-1085882-1-1,4036,Total Referencial:,32700,Total Recepcionado:,27291,,
20-1417-00-1102061-1-1,4037,Total Referencial:,37140,Total Recepcionado:,37140,,
20-4601-03-1094096-1-1,4038,Total Referencial:,45000,Total Adjudicado:,44897.2,Total Recepcionado:,44897.2
20-4601-03-1094096-1-1,4038,Total Referencial:,45000,Total Adjudicado:,44600,Total Recepcionado:,44600
21-0435-00-1189837-1-1,4039,Total Referencial:,50000,,,,
20-1305-00-1098056-1-1,4040,Total Referencial:,135935,Total Recepcionado:,83955,,
20-0142-00-1078724-1-1,4041,Total Referencial:,29150,Total Recepcionado:,19800,,
20-0906-00-1074870-1-1,4042,Total Referencial:,150000,Total Recepcionado:,100000,,
21-0417-06-1143231-1-1,4043,Total Referencial:,29940,,,,
20-1266-00-1039885-0-E,4044,Total Adjudicado:,80370,Total Recepcionado:,80370,,
21-1701-00-1128257-1-1,4045,Total Referencial:,124680,Total Adjudicado:,124665,Total Recepcionado:,124665
20-0417-09-1092835-1-1,4046,Total Referencial:,626107,Total Recepcionado:,626107,,
20-1801-00-1087205-1-1,4047,Total Referencial:,470000,Total Recepcionado:,418000,,
20-1601-00-1051438-0-E,4048,Total Adjudicado:,46500,,,,
20-1801-00-1049468-0-E,4049,Total Adjudicado:,26520,Total Recepcionado:,24137,,
20-1606-00-1074275-1-1,4050,Total Referencial:,199980,Total Recepcionado:,155605,,
20-0411-00-1076387-1-1,4051,Total Referencial:,298400,Total Recepcionado:,274600,,
20-1805-00-1041635-0-E,4052,Total Adjudicado:,99000,Total Recepcionado:,99000,,
21-1404-00-1107355-1-1,4053,Total Referencial:,30400,Total Recepcionado:,29900,,
20-1252-00-1096459-1-1,4054,Total Referencial:,84278,,,,
20-1406-00-1075611-1-1,4055,Total Referencial:,903928.5,Total Recepcionado:,903928.5,,
20-0411-00-1075964-1-1,4056,Total Referencial:,42000,Total Recepcionado:,42000,,
20-1539-00-1084187-1-1,4057,Total Referencial:,44150,Total Recepcionado:,30905,,
20-1701-00-1043411-0-E,4058,Total Adjudicado:,127725,Total Recepcionado:,127725,,
21-0046-31-1143671-1-1,4059,Total Referencial:,198915,Total Recepcionado:,198915,,
21-0047-15-1150641-1-1,4060,Total Referencial:,,,,,
21-0901-02-1169800-1-1,4061,Total Referencial:,22000,Total Recepcionado:,22000,,
20-1301-00-1087795-1-1,4062,Total Referencial:,67490,Total Recepcionado:,66850,,
20-0903-00-1039627-0-E,4063,Total Adjudicado:,283990,Total Recepcionado:,283990,,
20-1734-00-1094414-1-1,4064,Total Referencial:,200000,Total Adjudicado:,196800,Total Recepcionado:,196800
20-1251-00-1100740-1-1,4065,Total Referencial:,419000,Total Recepcionado:,418296,,
20-1325-00-1086008-1-1,4066,Total Referencial:,325150,Total Adjudicado:,250853,Total Recepcionado:,250853
20-1322-00-1059342-1-1,4067,Total Referencial:,150000,Total Adjudicado:,64748.719999999994,Total Recepcionado:,64748.719999999994
20-0903-00-1042866-0-E,4068,Total Adjudicado:,39000,Total Recepcionado:,39000,,
20-0169-00-1091916-1-1,4069,Total Referencial:,168000,Total Adjudicado:,144000,Total Recepcionado:,144000
20-1712-00-1043410-0-E,4070,Total Adjudicado:,25900,Total Recepcionado:,25900,,
20-1604-00-1078299-2-1,4071,Total Referencial:,95820,Total Recepcionado:,77400,,
20-1201-00-1087449-1-1,4072,Total Referencial:,226200,Total Recepcionado:,223800,,
20-1517-00-1050734-0-E,4073,Total Adjudicado:,28320,Total Recepcionado:,28320,,
21-0417-06-1169944-1-1,4074,Total Referencial:,36000,Total Recepcionado:,36000,,
21-0142-00-1147525-1-1,4075,Total Referencial:,240415,Total Adjudicado:,103683.7,Total Recepcionado:,103683.7
20-1404-00-1050949-0-E,4076,Total Adjudicado:,75900,,,,
21-0138-00-1150706-1-1,4077,Total Referencial:,49387,Total Recepcionado:,42175,,
20-1341-00-1095106-1-1,4078,Total Referencial:,102200,Total Adjudicado:,102200,Total Recepcionado:,102200
20-1734-00-1094160-2-1,4080,Total Referencial:,200000,Total Adjudicado:,196800,Total Recepcionado:,196800
21-0423-00-1122382-1-1,4081,Total Referencial:,48000,Total Recepcionado:,48000,,
21-0417-06-1125812-1-1,4082,Total Referencial:,500569.4,Total Adjudicado:,316215,Total Recepcionado:,316215
20-1406-00-1082230-1-1,4083,Total Referencial:,2911530,Total Recepcionado:,2911530,,
20-0902-39-1049455-0-E,4084,Total Adjudicado:,43750,Total Recepcionado:,43750,,
20-0411-00-1042656-0-E,4085,Total Adjudicado:,120000,Total Recepcionado:,120000,,
22-0046-28-1194051-1-1,4086,Total Referencial:,50000,Total Recepcionado:,31125,,
21-1335-00-1150640-1-1,4088,Total Referencial:,49993.1,Total Recepcionado:,46356.1,,
20-1810-00-1049168-0-E,4089,Total Adjudicado:,39000,Total Recepcionado:,39000,,
22-0670-00-1192195-1-1,4090,Total Referencial:,44640,,,,
