cuce,tipo_a,monto_a,tipo_b,monto_b,tipo_c,monto_c
21-0417-02-1183463-1-1,Total Referencial:,1000000,Total Adjudicado:,1000000,,
20-0903-00-1095561-1-1,Total Referencial:,1831650,Total Recepcionado:,1823300,,
20-1205-00-1088454-1-1,Total Referencial:,652110,Total Recepcionado:,652110,,
20-0902-43-1097098-1-1,Total Referencial:,49995,Total Recepcionado:,49904.1,,
21-0046-21-1147098-1-1,Total Referencial:,47600,Total Recepcionado:,44030,,
20-0660-13-1049037-0-E,Total Adjudicado:,19324.8,Total Recepcionado:,19324.8,,
20-1514-00-1094130-1-1,Total Referencial:,118925,Total Adjudicado:,114300,Total Recepcionado:,114300
20-1801-00-1045163-0-E,Total Adjudicado:,27510,Total Recepcionado:,27510,,
21-1702-00-1185208-1-1,Total Referencial:,50000,Total Recepcionado:,49975,,
20-0417-05-1047153-0-E,Total Adjudicado:,39000,Total Recepcionado:,39000,,
21-0423-00-1140341-1-1,Total Referencial:,36000,Total Recepcionado:,14000,,
21-0905-00-1181603-1-1,Total Referencial:,49824,Total Recepcionado:,49824,,
20-1107-00-1079581-1-3,Total Referencial:,289871.25,Total Adjudicado:,288887.82,Total Recepcionado:,288887.82
20-1245-00-1087780-1-1,Total Referencial:,25098,Total Recepcionado:,25098,,
20-0901-00-1036666-1-1,Total Referencial:,634000,Total Adjudicado:,317200,Total Recepcionado:,317200
20-1201-00-1087983-1-1,Total Referencial:,28000,Total Recepcionado:,27900,,
20-1342-00-1090198-1-1,Total Referencial:,168619,Total Adjudicado:,155000,Total Recepcionado:,155000
20-0902-39-1039381-0-E,Total Adjudicado:,32650,Total Recepcionado:,32650,,
20-1119-00-1040731-0-E,Total Adjudicado:,25000,Total Recepcionado:,25000,,
21-0423-00-1132918-1-1,Total Referencial:,,,,,
21-0423-00-1132918-1-1,Total Recepcionado:,,,,,
20-1605-00-1041125-0-E,Total Adjudicado:,430150,Total Recepcionado:,430150,,
20-1255-00-1048083-0-E,Total Adjudicado:,21374,Total Recepcionado:,21374,,
20-1604-00-1040580-0-E,Total Adjudicado:,59600,Total Recepcionado:,59600,,
20-0901-02-1093821-1-1,Total Referencial:,1242168,Total Recepcionado:,1242168,,
20-1325-00-1097228-1-1,Total Referencial:,50000,Total Recepcionado:,50000,,
20-1218-00-1095515-1-1,Total Referencial:,24000,Total Recepcionado:,24000,,
21-0901-02-1170659-1-1,Total Referencial:,106689,Total Recepcionado:,106689,,
21-1227-00-1120237-1-1,Total Referencial:,145000,Total Recepcionado:,145000,,
20-0411-00-1085374-1-1,Total Referencial:,197738.19,Total Adjudicado:,192600,Total Recepcionado:,192600
21-0417-05-1165837-2-1,Total Referencial:,214900,Total Adjudicado:,180000,Total Recepcionado:,180000
20-1610-00-1037553-0-E,Total Adjudicado:,47990,Total Recepcionado:,47990,,
20-1122-00-1094092-1-1,Total Referencial:,49462.3,Total Recepcionado:,48080,,
20-1346-00-1092975-1-1,Total Referencial:,151888.28,Total Adjudicado:,149462.91999999998,Total Recepcionado:,149462.91999999998
21-0901-02-1172141-1-1,Total Referencial:,108000,Total Recepcionado:,108000,,
20-0903-00-1040530-0-E,Total Adjudicado:,999250,Total Recepcionado:,999250,,
20-0418-07-1051585-0-E,Total Adjudicado:,24907.52,Total Recepcionado:,24907.52,,
20-1336-00-1094706-1-1,Total Referencial:,240000,Total Recepcionado:,240000,,
20-0902-00-1041974-0-E,Total Adjudicado:,1125894,Total Recepcionado:,1125894,,
21-0417-09-1167668-1-1,Total Referencial:,190000,Total Adjudicado:,102000,Total Recepcionado:,102000
21-0417-04-1160235-1-1,Total Referencial:,16934.4,Total Recepcionado:,15321.6,,
21-1519-00-1160547-1-1,Total Referencial:,35593.68,Total Recepcionado:,28880,,
21-1201-00-1171923-1-1,Total Referencial:,50000,Total Recepcionado:,45000,,
20-0148-00-1101269-1-1,Total Referencial:,29500,Total Recepcionado:,17000,,
21-1501-00-1117118-1-1,Total Referencial:,49500,Total Recepcionado:,49500,,
20-0148-00-1101311-1-1,Total Referencial:,201150,Total Recepcionado:,185890,,
20-0908-36-1075749-1-1,Total Referencial:,498320,Total Adjudicado:,336570.2,Total Recepcionado:,
21-1739-00-1122469-1-1,Total Referencial:,48600,Total Recepcionado:,48384,,
21-0417-06-1123762-1-1,Total Referencial:,25000,Total Recepcionado:,19600,,
20-1119-00-1092838-1-2,Total Referencial:,198500,Total Adjudicado:,83759,Total Recepcionado:,
20-1604-00-1039073-0-E,Total Adjudicado:,99950,Total Recepcionado:,99950,,
20-1120-00-1042350-0-E,Total Adjudicado:,61864,Total Recepcionado:,61864,,
20-0417-07-1075079-1-1,Total Referencial:,244446.46,Total Recepcionado:,224446.46,,
20-0417-01-1050150-0-E,Total Adjudicado:,80000,Total Recepcionado:,80000,,
21-1301-00-1121636-1-1,Total Referencial:,42000,Total Recepcionado:,42000,,
21-1266-00-1116386-1-1,Total Referencial:,159264,Total Adjudicado:,147000,Total Recepcionado:,147000
21-0046-31-1152983-1-1,Total Referencial:,199800,Total Recepcionado:,141300,,
20-1312-00-1040943-0-E,Total Adjudicado:,24000,Total Recepcionado:,24000,,
21-0417-03-1128109-1-1,Total Referencial:,51221.63,Total Adjudicado:,50136.91,Total Recepcionado:,50136.91
21-0081-21-1150513-1-1,Total Referencial:,87895.5,Total Adjudicado:,59500,Total Recepcionado:,59500
20-1907-00-1096959-1-1,Total Referencial:,36740.6,Total Recepcionado:,36740.6,,
20-0417-06-1078185-1-1,Total Referencial:,150000,Total Adjudicado:,98000,Total Recepcionado:,98000
20-1301-00-1085852-1-1,Total Referencial:,43250,Total Recepcionado:,42250,,
20-0070-00-1046831-0-E,Total Adjudicado:,34124,Total Recepcionado:,34124,,
20-1604-00-1039055-0-E,Total Adjudicado:,18466.4,,,,
21-0203-00-1142642-1-1,Total Referencial:,62520,Total Adjudicado:,27918,Total Recepcionado:,27918
21-0418-07-1143445-1-1,Total Referencial:,502122,Total Adjudicado:,501619.88,Total Recepcionado:,501619.88
20-0781-00-1084277-1-1,Total Referencial:,49500,Total Recepcionado:,45000,,
20-1312-00-1040965-0-E,Total Adjudicado:,49200,Total Recepcionado:,49200,,
20-0907-00-1058417-1-1,Total Referencial:,300000,Total Adjudicado:,275000,Total Recepcionado:,275000
21-0046-00-1145672-1-1,Total Referencial:,43440,Total Recepcionado:,38355,,
20-1901-00-1096010-1-1,Total Referencial:,158566,Total Recepcionado:,158566,,
21-0903-00-1181980-1-1,Total Referencial:,45900,Total Recepcionado:,45441,,
20-0418-07-1047188-0-E,Total Adjudicado:,355600,Total Recepcionado:,355600,,
20-0417-06-1075253-1-1,Total Referencial:,102680,Total Adjudicado:,102680,Total Recepcionado:,102680
21-0423-00-1147977-1-1,Total Referencial:,48750,Total Recepcionado:,48750,,
20-1801-00-1090741-1-1,Total Referencial:,105650,Total Recepcionado:,105299,,
20-0902-40-1048595-0-E,Total Adjudicado:,45180,Total Recepcionado:,45180,,
20-1501-00-1077776-1-1,Total Referencial:,39390,Total Recepcionado:,39390,,
20-1734-00-1094634-1-1,Total Referencial:,200000,Total Adjudicado:,196800,Total Recepcionado:,196800
20-0660-07-1084150-1-1,Total Referencial:,49500,Total Recepcionado:,28350,,
20-1324-00-1087109-1-1,Total Referencial:,1377360,Total Recepcionado:,1325709,,
20-1702-00-1042481-0-E,Total Adjudicado:,49977,Total Recepcionado:,49977,,
20-1228-00-1088910-1-1,Total Referencial:,35719,Total Recepcionado:,35719,,
21-0902-39-1140596-1-1,Total Referencial:,123277,Total Adjudicado:,58865,Total Recepcionado:,58865
20-1120-00-1076029-1-1,Total Referencial:,1079846,Total Adjudicado:,1032118,Total Recepcionado:,1032118
20-1805-00-1039210-0-E,Total Adjudicado:,300000,Total Recepcionado:,300000,,
20-0418-40-1042825-1-1,Total Referencial:,89890,Total Adjudicado:,30615,Total Recepcionado:,30615
20-1302-00-1050075-0-E,Total Adjudicado:,56800,Total Recepcionado:,56800,,
20-1734-00-1046545-0-E,Total Adjudicado:,45050,Total Recepcionado:,45050,,
20-3701-00-1084812-1-1,Total Referencial:,34710,Total Recepcionado:,34710,,
21-0422-00-1107610-1-1,Total Referencial:,48000,Total Recepcionado:,36800,,
21-1701-00-1169837-1-1,Total Referencial:,50000,Total Recepcionado:,45250,,
20-0417-07-1049985-0-E,Total Adjudicado:,3585326.44,Total Recepcionado:,3585326.44,,
21-0432-00-1109683-1-1,Total Referencial:,49996.6,Total Recepcionado:,28017.4,,
20-1532-00-1098876-1-1,Total Referencial:,49200,Total Recepcionado:,28700,,
21-0417-06-1151310-1-1,Total Referencial:,34000,Total Recepcionado:,34000,,
20-1313-00-1078469-1-1,Total Referencial:,119966,Total Recepcionado:,119966,,
20-0902-43-1047660-0-E,Total Adjudicado:,45830,Total Recepcionado:,45830,,
21-0417-03-1177928-1-1,Total Referencial:,697165,Total Adjudicado:,697100,Total Recepcionado:,697100
21-1702-00-1178279-1-1,Total Referencial:,50000,Total Recepcionado:,50000,,
20-0417-01-1088966-1-1,Total Referencial:,44580,Total Recepcionado:,44580,,
20-0417-07-1083743-1-1,Total Referencial:,24000,Total Recepcionado:,22200,,
20-0418-07-1043375-0-E,Total Adjudicado:,60000,Total Recepcionado:,60000,,
20-1315-00-1040617-0-E,Total Adjudicado:,171100,Total Recepcionado:,171100,,
20-0902-04-1081738-1-1,Total Referencial:,21754,Total Recepcionado:,21751,,
21-0046-31-1113277-1-1,Total Referencial:,46000,Total Recepcionado:,46000,,
20-1206-00-1089600-1-2,Total Referencial:,450000,Total Recepcionado:,450000,,
20-0903-00-1038497-0-E,Total Adjudicado:,195019.5,Total Recepcionado:,195019.5,,
20-1301-00-1040964-0-E,Total Adjudicado:,28500,Total Recepcionado:,28500,,
20-0905-00-1038308-0-E,Total Adjudicado:,41800,Total Recepcionado:,41800,,
21-1610-00-1147923-1-1,Total Referencial:,179200,Total Adjudicado:,168700,Total Recepcionado:,168700
20-1803-00-1041323-0-E,Total Adjudicado:,226250,Total Recepcionado:,226250,,
21-0905-00-1179673-1-1,Total Referencial:,45500,Total Recepcionado:,45500,,
20-0417-03-1040632-0-E,Total Adjudicado:,23312,Total Recepcionado:,23312,,
20-1414-00-1087985-1-1,Total Referencial:,27493.05,Total Recepcionado:,27493.05,,
20-0417-02-1043898-0-E,Total Adjudicado:,38260,Total Recepcionado:,38260,,
21-1302-00-1184057-1-1,Total Referencial:,48000,Total Recepcionado:,46995,,
20-0417-01-1075953-1-1,Total Referencial:,30000,Total Recepcionado:,30000,,
21-0901-02-1160154-1-2,Total Referencial:,254000,Total Recepcionado:,254000,,
20-0660-11-1036951-0-E,Total Adjudicado:,44800,Total Recepcionado:,44800,,
20-4601-03-1038370-0-E,Total Adjudicado:,27524,Total Recepcionado:,27524,,
21-0513-00-1106566-1-1,Total Referencial:,199182,Total Adjudicado:,156850,Total Recepcionado:,
20-1301-00-1087608-1-1,Total Referencial:,300000,Total Recepcionado:,269720,,
20-1315-00-1039774-0-E,Total Adjudicado:,28280,Total Recepcionado:,28280,,
20-0418-07-1052321-0-E,Total Adjudicado:,180000,Total Recepcionado:,180000,,
20-1704-00-1096999-1-1,Total Referencial:,48000,Total Recepcionado:,45360,,
20-1427-00-1069040-1-1,Total Referencial:,330500,Total Adjudicado:,330410.5,,
21-0903-00-1178946-1-1,Total Referencial:,21810,Total Recepcionado:,19310,,
21-0422-00-1181679-1-1,Total Referencial:,199998,Total Adjudicado:,166665,,
20-0234-00-1042979-0-E,Total Adjudicado:,21290.06,Total Recepcionado:,21290.06,,
20-0141-00-1066679-1-1,Total Referencial:,105900,Total Adjudicado:,105890,Total Recepcionado:,105890
20-0418-40-1079712-1-1,Total Referencial:,59250.44,Total Recepcionado:,58550.44,,
21-0417-03-1176182-1-1,Total Referencial:,44738.880000000005,Total Recepcionado:,39400,,
20-1201-00-1038630-0-E,Total Adjudicado:,27100,Total Recepcionado:,27100,,
20-1103-00-1044717-0-E,Total Adjudicado:,30250,Total Recepcionado:,30250,,
20-1801-00-1072696-1-1,Total Referencial:,49995,Total Recepcionado:,49995,,
20-1324-00-1039785-0-E,Total Adjudicado:,28975,Total Recepcionado:,28975,,
21-1208-00-1114140-1-1,Total Referencial:,49585,Total Recepcionado:,36795,,
20-1227-00-1044454-0-E,Total Adjudicado:,30000,Total Recepcionado:,30000,,
21-0902-42-1151463-1-1,Total Referencial:,159600,Total Adjudicado:,55440,Total Recepcionado:,55440
20-1701-00-1043643-0-E,Total Adjudicado:,271440,Total Recepcionado:,271440,,
21-0422-00-1139621-1-1,Total Referencial:,75000,Total Adjudicado:,62500,Total Recepcionado:,62500
20-1306-00-1063862-1-2,Total Referencial:,930800,Total Adjudicado:,804251,Total Recepcionado:,804251
20-1205-00-1090713-1-1,Total Referencial:,280000,Total Recepcionado:,233800,,
20-1524-00-1073613-1-2,Total Referencial:,117390,,,,
21-0030-00-1153416-1-1,Total Referencial:,49950,Total Recepcionado:,41500,,
20-1301-00-1047108-0-E,Total Adjudicado:,570912,Total Recepcionado:,570912,,
20-1604-00-1045668-0-E,Total Adjudicado:,49994.7,Total Recepcionado:,49994.7,,
20-1319-00-1081122-1-1,Total Referencial:,392050,Total Adjudicado:,146039,Total Recepcionado:,146039
20-1606-00-1038338-0-E,Total Adjudicado:,200000,Total Recepcionado:,200000,,
20-0901-00-1066362-1-1,Total Referencial:,371387.5,Total Adjudicado:,199920,Total Recepcionado:,199920
20-1604-00-1046357-0-E,Total Adjudicado:,49994.7,Total Recepcionado:,49994.7,,
20-0417-06-1089604-1-1,Total Referencial:,795000,Total Adjudicado:,336100,Total Recepcionado:,336100
21-1205-00-1175661-1-1,Total Referencial:,24380,Total Recepcionado:,23320,,
20-0224-00-1044171-0-E,Total Adjudicado:,193401,Total Recepcionado:,193401,,
20-0374-00-1047368-0-E,Total Adjudicado:,49928,Total Recepcionado:,49928,,
20-0417-01-1048054-0-E,Total Adjudicado:,295400,Total Recepcionado:,295400,,
20-0142-00-1086210-1-1,Total Referencial:,108711,Total Adjudicado:,48827.92,Total Recepcionado:,48827.92
21-0901-02-1146612-1-2,Total Referencial:,63000,Total Recepcionado:,37125,,
20-1310-00-1080793-1-1,Total Referencial:,528960,Total Adjudicado:,528960,Total Recepcionado:,528960
20-1801-00-1040119-0-E,Total Adjudicado:,28500,Total Recepcionado:,28500,,
20-0901-02-1097093-1-1,Total Referencial:,69000,Total Recepcionado:,69000,,
20-1605-00-1038233-0-E,Total Adjudicado:,32085,Total Recepcionado:,32085,,
20-4601-00-1037880-0-E,Total Adjudicado:,46800,Total Recepcionado:,46800,,
20-1302-00-1051626-0-E,Total Adjudicado:,26100,Total Recepcionado:,26100,,
20-1324-00-1089245-1-1,Total Referencial:,70000,Total Recepcionado:,30400,,
20-1301-00-1102052-1-1,Total Referencial:,74500,Total Recepcionado:,74500,,
20-1605-00-1089646-1-1,Total Referencial:,297604,Total Adjudicado:,297540,Total Recepcionado:,297540
20-0382-00-1071959-1-1,Total Referencial:,28000,Total Adjudicado:,27000,Total Recepcionado:,27000
20-1604-00-1047965-0-E,Total Adjudicado:,71250,,,,
21-1701-00-1162350-1-1,Total Referencial:,499531,Total Adjudicado:,184517,Total Recepcionado:,184517
21-0417-09-1166799-1-1,Total Referencial:,28800,Total Recepcionado:,20160,,
20-1606-00-1080318-1-1,Total Referencial:,1700680,Total Recepcionado:,1692180,,
21-0781-00-1142467-2-1,Total Referencial:,253500,Total Adjudicado:,234000,Total Recepcionado:,234000
20-0417-02-1041522-0-E,Total Adjudicado:,39050,Total Recepcionado:,39050,,
20-1119-00-1088571-1-1,Total Referencial:,285000,Total Adjudicado:,275000,Total Recepcionado:,275000
20-1909-00-1079536-1-1,Total Referencial:,114750,Total Adjudicado:,114750,Total Recepcionado:,114750
20-0903-00-1095133-1-1,Total Referencial:,49300,Total Recepcionado:,49271,,
20-4601-00-1037552-0-E,Total Adjudicado:,36310,Total Recepcionado:,36310,,
20-1507-00-1052002-0-E,Total Adjudicado:,111000,Total Recepcionado:,111000,,
20-1514-00-1041858-0-E,Total Adjudicado:,31500,Total Recepcionado:,31500,,
20-1314-00-1043847-0-E,Total Adjudicado:,48300,Total Recepcionado:,48300,,
21-1334-00-1106527-1-1,Total Referencial:,94400,Total Adjudicado:,47200,Total Recepcionado:,
20-1317-00-1041739-0-E,Total Adjudicado:,38500,Total Recepcionado:,38500,,
21-0138-00-1129149-1-1,Total Referencial:,197140,Total Adjudicado:,149765,Total Recepcionado:,149765
21-0902-21-1186538-1-1,Total Referencial:,49980,,,,
20-0423-00-1080997-1-1,Total Referencial:,36350,Total Recepcionado:,36350,,
20-1345-00-1067251-1-1,Total Referencial:,644410,Total Adjudicado:,376520,Total Recepcionado:,376520
20-1104-00-1078355-1-1,Total Referencial:,100000,Total Adjudicado:,100000,Total Recepcionado:,100000
20-1810-00-1040287-0-E,Total Adjudicado:,47915,,,,
21-0660-14-1179141-1-1,Total Referencial:,49980,Total Recepcionado:,49980,,
20-0903-00-1041033-0-E,Total Adjudicado:,760000,,,,
20-1211-00-1050058-0-E,Total Adjudicado:,45330,,,,
21-1531-00-1167546-1-1,Total Referencial:,160790,Total Adjudicado:,141535,Total Recepcionado:,141535
20-1101-00-1051568-0-E,Total Adjudicado:,700000,Total Recepcionado:,700000,,
21-1101-00-1137457-1-1,Total Referencial:,30000,Total Recepcionado:,29700,,
20-1301-00-1052041-0-E,Total Adjudicado:,83266,,,,
21-1401-00-1167970-1-1,Total Referencial:,97375,Total Adjudicado:,90712.5,Total Recepcionado:,90712.5
20-1201-00-1048796-0-E,Total Adjudicado:,49350,,,,
20-1401-00-1048870-0-E,Total Adjudicado:,27370,Total Recepcionado:,27370,,
20-0902-43-1048505-0-E,Total Adjudicado:,37480.24,Total Recepcionado:,37480.24,,
20-1314-00-1044059-0-E,Total Adjudicado:,25225,Total Recepcionado:,25225,,
20-0148-00-1101308-1-1,Total Referencial:,68500,Total Recepcionado:,66850,,
20-1501-00-1039705-0-E,Total Adjudicado:,47600,Total Recepcionado:,47600,,
21-0035-00-1140577-1-1,Total Referencial:,49640,Total Recepcionado:,47450,,
22-1310-00-1192210-1-1,Total Referencial:,57324,Total Adjudicado:,57324,,
20-0141-00-1083560-1-1,Total Referencial:,145000,Total Adjudicado:,145000,Total Recepcionado:,145000
20-1604-00-1041224-0-E,Total Adjudicado:,170100,Total Recepcionado:,170100,,
20-1301-00-1045991-0-E,Total Adjudicado:,30000,Total Recepcionado:,30000,,
20-1108-00-1051483-3-1,Total Referencial:,405000,Total Adjudicado:,403680,Total Recepcionado:,403680
21-1228-00-1118609-1-1,Total Referencial:,35000,,,,
20-0902-41-1095583-1-1,Total Referencial:,544250,Total Adjudicado:,544250,Total Recepcionado:,544250
20-1324-00-1092022-1-1,Total Referencial:,118272,Total Recepcionado:,118272,,
20-1205-00-1039918-0-E,Total Adjudicado:,1354350,Total Recepcionado:,1354350,,
20-0422-00-1062512-2-1,Total Referencial:,162750,Total Adjudicado:,99999.9,Total Recepcionado:,99999.9
20-1508-00-1044032-0-E,Total Adjudicado:,37600,Total Recepcionado:,37600,,
20-0417-06-1060140-1-3,Total Referencial:,550000,Total Adjudicado:,519600,Total Recepcionado:,519600
20-1201-00-1041572-0-E,Total Adjudicado:,662085.9,Total Recepcionado:,662085.9,,
20-1241-00-1074076-1-1,Total Referencial:,295000,Total Adjudicado:,285770,Total Recepcionado:,285770
20-1322-00-1076479-1-1,Total Referencial:,1405023,Total Recepcionado:,1154938,,
20-1425-00-1095895-2-1,Total Referencial:,199752,Total Adjudicado:,199000,Total Recepcionado:,199000
20-1201-00-1046556-0-E,Total Adjudicado:,35350,,,,
21-0513-00-1107963-1-1,Total Referencial:,283774,Total Adjudicado:,191219.6,Total Recepcionado:,191219.6
21-1301-00-1170067-2-1,Total Referencial:,264274.52,Total Adjudicado:,264274.44,Total Recepcionado:,264274.44
20-1301-00-1051157-0-E,Total Adjudicado:,23350,,,,
21-0417-06-1159486-2-1,Total Referencial:,114450,Total Adjudicado:,103320,Total Recepcionado:,103320
21-0902-43-1152734-1-1,Total Referencial:,49560,Total Recepcionado:,49560,,
20-1301-00-1049812-0-E,Total Adjudicado:,244650,,,,
21-0047-15-1173677-1-1,Total Referencial:,49950,Total Recepcionado:,37685,,
20-1227-00-1098354-1-1,Total Referencial:,44805,Total Recepcionado:,44805,,
20-1301-00-1046300-0-E,Total Adjudicado:,244215,,,,
20-1304-00-1045710-0-E,Total Adjudicado:,21422,Total Recepcionado:,21422,,
20-1263-00-1083610-1-1,Total Referencial:,479613,Total Adjudicado:,479473,Total Recepcionado:,479473
21-0025-00-1178905-1-1,Total Referencial:,49600,Total Recepcionado:,49600,,
21-0046-00-1144560-1-1,Total Referencial:,39975,Total Recepcionado:,32800,,
20-1221-00-1071811-1-1,Total Referencial:,330600,Total Adjudicado:,247800,Total Recepcionado:,247800
20-0417-05-1086054-1-1,Total Referencial:,24750,Total Recepcionado:,24750,,
21-1201-00-1178706-1-1,Total Referencial:,43750,Total Recepcionado:,43750,,
20-1206-00-1090877-1-1,Total Referencial:,107944,Total Recepcionado:,107944,,
21-1701-00-1125106-1-1,Total Referencial:,45640,Total Recepcionado:,41720,,
21-1807-00-1124206-1-1,Total Referencial:,298290.19,Total Adjudicado:,297770.03,Total Recepcionado:,297770.03
