cuce,#,CodigoUNSPSC,ObjetodeGasto,DescripciondelBienoServicio,UnidaddeMedida,Cantidad,PrecioReferencialUnitario,PrecioReferencialTotal,NombreoRazonSocialdelProponenteAdjudicado,PrecioUnitarioAdjudicado,TotalAdjudicado,CantidadRecepcionada,PrecioUnitarioReal,MontoRealejecutado,Estado,Cronograma,Nombreproponente,MontoAdjudicado,Nro.de,Montode,Fechade,Monto,Fechade.1,RUPE,TipodeDocumento,Formulario,Fecha
20-1605-00-1097740-1-1,4,7611000,39100,"BOTAS DE GOMA DE AGUA DE PVC EN CAÑA Y SUELA, DESLISANTES Y RESISTENTES MARCA ASATEM PROCEDENCIA PERU",PAR,"37,00","105,00","3.885,00",,,,"37,00","105,00","3.885,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1605-00-1097740-1-1,5,4217000,34200,GUANTES DE GOMA DE LIMPIEZA ASATEX PROCEDENCIA TAIWAN,PAR,"60,00","10,00","600,00",,,,"60,00","10,00","600,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1605-00-1097740-1-1,6,4217000,34200,TOALLA DE PAPEL DE TECNOLOGIA Y SUAVIDAD MARCA S/M PROCEDENCIA BOLIVIA,ROLLO,"120,00","11,00","1.320,00",,,,"120,00","11,00","1.320,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1605-00-1097740-1-1,7,4217000,34200,MASCARILLA FACIAL TRANSPARENTE,PIEZA,"37,00","45,00","1.665,00",,,,,,,Declarado Desierto por Desistimiento,Cronograma 0,,,,,,,,,,,
20-1605-00-1097740-1-1,8,4217000,34200,BATAS DESCARTABLES DE MATERIAL DESCARTABLE MARCA TES PROCEDENCIA CHINA,PIEZA,"120,00","22,00","2.640,00",,,,"120,00","22,00","2.640,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1206-00-1092788-1-1,1,4713000,39100,ANTIGRASA DE 830 ML CON GATILLO,UNIDAD,"120,00","16,25","1.950,00",,,,"120,00","16,25","1.950,00",Contratado,,,,,,,,,,,,
20-1206-00-1092788-1-1,2,4713000,39100,TRAPEADOR DE GOMA NEGRA DE 50 CM. CON PALO.,UNIDAD,"30,00","18,00","540,00",,,,"30,00","18,00","540,00",Contratado,,,,,,,,,,,,
20-1206-00-1092788-1-1,3,4713000,39100,PAPEL TOALLA ABSORBENTE DOBLE HOJA 25 METROS,UNIDAD,"199,00","6,90","1.373,10",,,,"199,00","6,90","1.373,10",Contratado,,,,,,,,,,,,
20-1206-00-1092788-1-1,4,4713000,39100,RECOGEDOR DE BASURA CUADRADO,UNIDAD,"30,00","22,50","675,00",,,,"30,00","22,50","675,00",Contratado,,,,,,,,,,,,
20-1206-00-1092788-1-1,5,4713000,39100,DETERGENTE LIQUIDO PARA ROPA DE 5 LITROS.,UNIDAD,"10,00","74,50","745,00",,,,"10,00","74,50","745,00",Contratado,,,,,,,,,,,,
20-1206-00-1092788-1-1,6,4713000,39100,TRAPOS DE PISO BLANCO DE 50 X 60 CM.,UNIDAD,"150,00","6,50","975,00",,,,"150,00","6,50","975,00",Contratado,,,,,,,,,,,,
20-1206-00-1092788-1-1,7,4713000,39100,ESPONJA DE ACERO INOXIDABLE FINO,UNIDAD,"60,00","5,90","354,00",,,,"60,00","5,90","354,00",Contratado,,,,,,,,,,,,
20-1206-00-1092788-1-1,8,4713000,39100,"GUANTES DE LATEX  TALLA \""M\""",UNIDAD,"100,00","9,00","900,00",,,,"100,00","9,00","900,00",Contratado,,,,,,,,,,,,
20-1206-00-1092788-1-1,9,4713000,39100,SHAMPOO BEBE DE 1 LITRO,UNIDAD,"50,00","16,00","800,00",,,,"50,00","16,00","800,00",Contratado,,,,,,,,,,,,
20-1206-00-1092788-1-1,10,4713000,39100,PASTILLAS  DE BAÑO DE 40 GRS,UNIDAD,"150,00","4,00","600,00",,,,"150,00","4,00","600,00",Contratado,,,,,,,,,,,,
20-1206-00-1092788-1-1,11,4713000,39100,BOLSA PLASTICA ROLLO DE 30 X 40,UNIDAD,"10,00","74,00","740,00",,,,"10,00","74,00","740,00",Contratado,,,,,,,,,,,,
20-1206-00-1092788-1-1,12,4713000,39100,BOLSA NEGRA DE 50 X 65 DE 50 MICRONES,UNIDAD,"3.000,00","0,85","2.550,00",,,,"3.000,00","0,85","2.550,00",Contratado,,,,,,,,,,,,
20-1206-00-1092788-1-1,13,4713000,39100,FRANELA COLOR NARANJA DE 35 X 35 CM.,UNIDAD,"120,00","4,00","480,00",,,,"120,00","4,00","480,00",Contratado,,,,,,,,,,,,
20-1206-00-1092788-1-1,14,4713000,39100,LIMPIA MUEBLES DE 850 ML CON GATILLO,UNIDAD,"20,00","19,80","396,00",,,,"20,00","19,80","396,00",Contratado,,,,,,,,,,,,
20-1206-00-1092788-1-1,15,4713000,39100,LIMPIA VIDRIO DE 900 ML CON GATILLO,UNIDAD,"120,00","13,00","1.560,00",,,,"120,00","13,00","1.560,00",Contratado,,,,,,,,,,,,
20-1206-00-1092788-1-1,16,4713000,39100,DESINFECTANTE DE PISO DE 5 LT.,UNIDAD,"100,00","43,00","4.300,00",,,,"100,00","43,00","4.300,00",Contratado,,,,,,,,,,,,
20-1206-00-1092788-1-1,17,4713000,39100,LAVANDINA BIDON DE 4 LITROS,UNIDAD,"30,00","42,00","1.260,00",,,,"30,00","42,00","1.260,00",Contratado,,,,,,,,,,,,
20-1206-00-1092788-1-1,18,4713000,39100,ANTISARRO DE INODORO DE LOS 500 ML CON PICO,UNIDAD,"120,00","15,00","1.800,00",,,,"120,00","15,00","1.800,00",Contratado,,,,,,,,,,,,
20-1206-00-1092788-1-1,19,4713000,39100,LAVA VAJILLAS DE 5 LITROS,UNIDAD,"10,00","57,00","570,00",,,,"10,00","57,00","570,00",Contratado,,,,,,,,,,,,
20-1206-00-1092788-1-1,20,4713000,39100,ESCOBA DE 35 CM. CERDA FINA CON PALO,UNIDAD,"40,00","24,00","960,00",,,,"40,00","24,00","960,00",Contratado,,,,,,,,,,,,
20-1206-00-1092788-1-1,21,4713000,39100,"GUANTES DE LATEX  TALLA \""S\""",UNIDAD,"100,00","9,00","900,00",,,,"100,00","9,00","900,00",Contratado,,,,,,,,,,,,
20-1206-00-1092788-1-1,22,4713000,39100,PAPEL HIGIENICO DOBLE HOJA BLANCO DE 25 METROS,UNIDAD,"1.001,00","1,90","1.901,90",,,,"1.001,00","1,90","1.901,90",Contratado,,,,,,,,,,,,
20-1302-00-1094225-1-1,1,2510000,43330,2 vehiculos,unidad,"2,00","250.000,00","500.000,00",,,,"2,00","247.000,00","494.000,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0148-00-1101276-1-1,1,3116000,34500,TUBOS DE DESAGUE PVC DE DOS PULGADAS,UNIDAD,"30,00","49,00","1.470,00",,,,"30,00","35,00","1.050,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0148-00-1101276-1-1,2,3116000,34500,"METRO CUADRADO DE CERÁMICA DE 42 X 42 CM., CADA PIEZA EN COLOR BLANCO O CREMA DE BUENA CALIDAD RESISTENTE A FUERTES GOLPES.",UNIDAD,"35,00","80,00","2.800,00",,,,"35,00","48,00","1.680,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0148-00-1101276-1-1,3,3116000,34500,"GRIFO METÁLICO DE LAVAMANOS DE CORTE AUTOMATICO, CON TEMPORIZADOR MONOMANDO, NIQUELADO DE PRIMERA CALIDAD",UNIDAD,"23,00","360,00","8.280,00",,,,"23,00","195,00","4.485,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0148-00-1101276-1-1,4,3116000,34500,"LLAVES DE PASO DE 1⁄2\"" EN CRUZ O GLOBO DE PRIMERA CALIDAD CONOCIDO EN EL MERCADO NACIONAL",UNIDAD,"23,00","62,00","1.426,00",,,,"23,00","48,00","1.104,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0148-00-1101276-1-1,5,3116000,34500,"COPLAS METALICOS GALVANIZADO DE 1⁄2\"".",UNIDAD,"70,00","15,00","1.050,00",,,,"70,00","6,00","420,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0148-00-1101276-1-1,6,3116000,34500,"T GALVANIZADO DE 1⁄2\"" DE PRIMERA CALIDAD.",UNIDAD,"70,00","13,00","910,00",,,,"70,00","10,00","700,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0148-00-1101276-1-1,7,3116000,34500,"UNIÓN UNIVERSAL GALVANIZADO DE 1⁄2\"" CON SU EMPAQUE DE BUENA CALIDAD.",UNIDAD,"30,00","25,00","750,00",,,,"30,00","20,00","600,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0148-00-1101276-1-1,8,3116000,34500,"DISPENSADOR DE JABÓN LIQUIDO DE PARED DE PRIMERA CALIDAD DE 600 - 800 ML., EN PLÁSTICO CON CROMO",UNIDAD,"23,00","166,00","3.818,00",,,,"23,00","125,00","2.875,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0148-00-1101276-1-1,9,3116000,34500,CEMENTO PORTLAND DE 50 KG. DE PRIMERA CALIDAD DE RECIENTE FABRICACION.,UNIDAD,"50,00","72,00","3.600,00",,,,"50,00","55,00","2.750,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0902-07-1091660-1-1,1,5121000,34200,Guantes descartables No 6 1⁄2Par,PIEZAS,"15,000.0",0.75,"11,250.00",BLACUTT BUSTILLOS FRANKLIN,0.69,"10,350.00","15,000.00",0.69,"10,350.00",Contratado,Cronograma 0,,,,,,,,,,,
20-0902-07-1091660-1-1,2,5121000,34200,Vitamina C1 GR,PIEZAS,"1,000.00",3.5,"3,500.00",,,,,,,No se presentaron proponentes,Cronograma 0,,,,,,,,,,,
20-0902-07-1091660-1-1,3,5121000,34200,Guantes descartables No 6 Par,PIEZAS,"10,000.0",0.75,"7,500.00",BLACUTT BUSTILLOS FRANKLIN,0.69,"6,900.00","10,000.00",0.69,"6,900.00",Contratado,Cronograma 0,,,,,,,,,,,
20-0902-07-1091660-1-1,4,5121000,34200,Omega 3,PIEZAS,"1,000.00",4.15,"4,150.00",,,,,,,No se presentaron proponentes,Cronograma 0,,,,,,,,,,,
20-0902-07-1091660-1-1,5,5121000,34200,Gorro Descartable,PIEZAS,"24,000.0",1.2,"28,800.00",,,,,,,No se presentaron proponentes,Cronograma 0,,,,,,,,,,,
20-0902-07-1091660-1-1,6,5121000,34200,Guantes de  NitriloTalla  S,PIEZAS,"15,000.0",1.25,"18,750.00",IMPORTADORA Y DISTRIBUIDORA DE MEDICAMENTOS F.L. PHARMA S.R.L.,1.2,"18,000.00","15,000.00",1.2,"18,000.00",Contratado,Cronograma 0,,,,,,,,,,,
20-0902-07-1091660-1-1,7,5121000,34200,Antigripal,PIEZAS,"1,000.00",1.0,"1,000.00",,,,,,,No se presentaron proponentes,Cronograma 0,,,,,,,,,,,
20-0902-07-1091660-1-1,8,5121000,34200,Vitamina D2000 UI,PIEZAS,"1,000.00",4.92,"4,920.00",,,,,,,No se presentaron proponentes,Cronograma 0,,,,,,,,,,,
20-0902-07-1091660-1-1,9,5121000,34200,Sulfato de zinc20 mg,PIEZAS,"1,000.00",0.9,900.00,IMPORTADORA Y DISTRIBUIDORA DE MEDICAMENTOS F.L. PHARMA S.R.L.,0.45,450.00,"1,000.00",0.45,450.00,Contratado,Cronograma 0,,,,,,,,,,,
20-0902-07-1091660-1-1,10,5121000,34200,Guantes descartables No 7 Par,PIEZAS,"5,000.00",0.75,"3,750.00",BLACUTT BUSTILLOS FRANKLIN,0.69,"3,450.00","5,000.00",0.69,"3,450.00",Contratado,Cronograma 0,,,,,,,,,,,
20-0902-07-1091660-1-1,11,5121000,34200,Guantes de  NitriloTalla  M,PIEZAS,"25,000.0",1.25,"31,250.00",IMPORTADORA Y DISTRIBUIDORA DE MEDICAMENTOS F.L. PHARMA S.R.L.,1.2,"30,000.00","25,000.00",1.2,"30,000.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1511-00-1089765-2-2,1,4219000,34200,GUIAS DE INTUBACION,PIEZA,"100,00","28,00","2.800,00",,,,"100,00","28,00","2.800,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1511-00-1089765-2-2,2,4219000,34200,SONDA DE ASPIRACION,PIEZA,"2.520,00","2,00","5.040,00",,,,"2.520,00","2,00","5.040,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1301-00-1091887-1-1,1,5121000,34200,SERVOFLURANO (TRIFLUOROMETIL ETIL) 250 ML,SOLUCIO N,150.0,960.0,"144,000.00",,,,150.0,960.0,"144,000.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1301-00-1100071-1-1,1,5019000,71630,PROVISIÓN DE ALIMENTOS ?CANASTA ESCOLAR POST COVID-19 MONTERO? (PACK No 20),GLOBAL,800.00,250.0,"200,000.00",ROCKHOLT MONTAÑO MIGUEL ESTEBAN,249.84,"199,872.00",800.0,249.84,"199,872.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1734-00-1094189-1-1,1,5612000,43110,SILLA GIRATORIA SEMI EJECUTIVO,PIEZA,3.00,950.00,"2,850.00",AGUILAR HERRERA LIDIA,950.00,"2,850.00",3.0,950.00,"2,850.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1734-00-1094189-1-1,2,5612000,43110,TABURETE GIRATORIO DE ACIENTO ALTO,PIEZA,3.00,600.00,"1,800.00",AGUILAR HERRERA LIDIA,600.00,"1,800.00",3.0,600.00,"1,800.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1734-00-1094189-1-1,3,5612000,43110,VITRINA,PIEZA,3.00,"2,600.00","7,800.00",AGUILAR HERRERA LIDIA,"2,600.00","7,800.00",3.0,"2,600.00","7,800.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1734-00-1094189-1-1,4,5612000,43110,ESCRITORIO TIPO SECRETARIAL,PIEZA,3.00,"1,300.00","3,900.00",AGUILAR HERRERA LIDIA,"1,300.00","3,900.00",3.0,"1,300.00","3,900.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1734-00-1094189-1-1,5,5612000,43110,SILLA PARA TOMA DE MUESTRA,PIEZA,3.00,"1,000.00","3,000.00",AGUILAR HERRERA LIDIA,"1,000.00","3,000.00",3.0,"1,000.00","3,000.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1279-00-1093525-1-1,1,4510000,25600,CONTRATACION DE SERVICIIO DE IMPRENTA PARA LA IMPRESION DE LA REVISTA INFORMATIVA N°10 DEL SEDALP - DOSSIER: SITUACION ECONOMICA Y SOCIAL DEL DEPARTAMENTO DE LA PAZ EN TIEMPOS DE COVID - 19,UNIDAD,"1.500,00","31,30","46.950,00",,,,"1.500,00","21,50","32.250,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0902-00-1094259-1-1,1,4218000,43400,EQUIPAMIENTO AREA COVID 19 SALA  DE AISLAMIENTO HOSPITAL AYMARA ESCOMA,GBAL,"1,00","226.070,00","226.070,00",,,,"1,00","226.070,00","226.070,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1283-00-1099609-1-1,1,2510000,43310,Prevención Control y Atención del Coronavirus ? Adquisición de Motocicleta para el Centro de Salud con Internación,global,1.0,"34,700.00","34,700.00",,,,1.0,"34,700.00","34,700.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1242-00-1101722-1-1,1,4217000,34500,TRAJES DE BIOSEGURIDAD PARA COVID - 19,PIEZA,"6.000,00","81,00","486.000,00",INDUSTRIAL BUSINESS GROUP S.R.L.,"81,00","486.000,00","6.000,00","81,00","486.000,00",Contratado,Cronograma 0,,,,,,,,,,,
20-0902-01-1059941-2-1,1,4229000,43400,HAEMATOKRIT 200 MARCA HETTICH PROCEDENCIA ALEMANIA,EQUIPO,1.0,"23,600.00","23,600.00",,,,1.0,"23,600.00","23,600.00",Contratado,Cronograma 0,,,,,,,,,,,
20-0902-01-1059941-2-1,2,4229000,43400,STAT FAX 1908 MARCA AWARENESS PROCEDENCIA ESTADOS UNIDOS,EQUIPO,1.0,"19,000.00","19,000.00",,,,1.0,"19,000.00","19,000.00",Contratado,Cronograma 0,,,,,,,,,,,
20-0902-01-1059941-2-1,3,4218000,43400,CENTRIFUGAS DE MESA - ROTOFIX 32 A MARCA HETTICH PROCEDENCIA ALEMANIA,EQUIPO,1.0,"28,000.00","28,000.00",,,,1.0,"28,000.00","28,000.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1206-00-1097808-1-1,1,5310000,33300,"CONJUNTO DE BIOSEGURIDAD CHAQUETA Y BUSO, CHAQUETA CON BOLSILLOS LATERALES Y PORTA BOLIGRAFOS, ELASTICO EN MANGAS, CINTURA. BUSO CON BOLSILLO A LOS LATERALES Y ELASTICO EN CINTURA Y TOBILLOS",UNIDAD,"200,00","200,00","40.000,00",,,,"200,00","125,00","25.000,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1507-00-1095511-1-1,1,4112000,43400,"PREVENCION, CONTROL Y ATENCION DEL CORONAVIRUS COVID - 19 (ADQ. DE EQUIPAMIENTO MEDICO Y MOVILIARIO PARA CENTRO DE SALUD CHEJEPAMPA)",GLOBAL,1.0,"31,640.00","31,640.00",,,,1.0,"31,640.00","31,640.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1225-00-1098578-1-1,1,5110000,34200,MULTIVITAMINAS SEGUN CONCENTRACION ESTANDAR MARCA PHARMANDINA PROCEDENCIA NACIONAL,COMPRI MIDO,"6.000,00","0,47","2.820,00",,,,"6.000,00","0,47","2.820,00",Contratado,,,,,,,,,,,,
20-1225-00-1098578-1-1,2,5114000,34200,DEXAMETASONA 4 MG/ML (1ML) MARCA IFA PROCEDENCIA NACIONAL,INYECTA BLE,"2.580,00","2,00","5.160,00",,,,"2.580,00","2,00","5.160,00",Contratado,,,,,,,,,,,,
20-1225-00-1098578-1-1,3,4217000,34200,ACIDO ASCORBICO (VITAMIAN C) 500 MG/ML (2 ML) MARCA ALFA PROCEDENCIA NACIONAL,INYECTA BLE,"2.000,00","3,20","6.400,00",,,,"2.000,00","3,20","6.400,00",Contratado,,,,,,,,,,,,
20-1225-00-1098578-1-1,4,5110000,34200,ZINC (COMO SULFATO) 20 MG/5 ML MARCA MINERVA PROCEDENCIA NACIONAL,JARABE,"400,00","15,23","6.092,00",,,,"400,00","15,23","6.092,00",Contratado,,,,,,,,,,,,
20-1225-00-1098578-1-1,5,4217000,34200,AMOXICILINA + INHIBIDOR BETALACTAMASA 500 MG SEGUN DISPONIBILIDAD MARCA PORTUGAL PROCEDENCIA PERU,COMPRI MIDO,"500,00","6,36","3.180,00",,,,"500,00","6,36","3.180,00",Contratado,,,,,,,,,,,,
20-1225-00-1098578-1-1,6,5110000,34200,OMEPRAZOL 20 MG MARCA PORTUGAL PROCEDENCIA PERU,CAPSULA,"5.000,00","0,57","2.850,00",,,,"5.000,00","0,57","2.850,00",Contratado,,,,,,,,,,,,
20-1225-00-1098578-1-1,7,5110000,34200,CEFTRIAXONA 1G MARCA ALMAGRAN PROCEDENCIA PARAGUAY,INYECTA BLE,"2.200,00","10,27","22.594,00",,,,"2.200,00","10,27","22.594,00",Contratado,,,,,,,,,,,,
20-1225-00-1098578-1-1,8,4217000,34200,ATRACURIO BESILATO 10 MG/ML MARCA RICHMOND PROCEDENCIA ARGENTINA,INYECTA BLE,"160,00","44,70","7.152,00",,,,"160,00","44,70","7.152,00",Contratado,,,,,,,,,,,,
20-1225-00-1098578-1-1,9,5110000,34200,GLUCONATO CALCICO (CALCIO GLUCONATO) 10% MARCA ABD PROCEDENCIA NACIONAL,INYECTA BLE,"150,00","6,78","1.017,00",,,,"150,00","6,78","1.017,00",Contratado,,,,,,,,,,,,
20-1225-00-1098578-1-1,10,5110000,34200,ZINC (COMO SULFATO) 20 MG MARCA NUTRISET PROCEDENCIA FRANCIA,COMPRI MIDO,"5.000,00","0,73","3.650,00",,,,"5.000,00","0,73","3.650,00",Contratado,,,,,,,,,,,,
20-1225-00-1098578-1-1,11,4217000,34200,ACIDO ACETIL SALICILICO 100 MG MARCA PHARMANDINA PROCEDENCIA NACIONAL,COMPRI MIDO,"5.000,00","0,26","1.300,00",,,,"5.000,00","0,26","1.300,00",Contratado,,,,,,,,,,,,
20-1225-00-1098578-1-1,12,5110000,34200,AZITROMICINA 500 MG MARCA MARCA LAQFAGAL PROCEDENCIA NACIONAL,COMPRI MIDO,"500,00","5,56","2.780,00",,,,"500,00","5,56","2.780,00",Contratado,,,,,,,,,,,,
20-1225-00-1098578-1-1,13,5110000,34200,CLOXACILINA 1 G MARCA HAHNEMANN PROCEDENCIA NACIONAL,INYECTA BLE,"536,00","9,25","4.958,00",,,,"536,00","9,25","4.958,00",Contratado,,,,,,,,,,,,
20-1206-00-1090749-1-1,1,5612000,43110,CAMA DE 2 MOVIMIENTOS MANUAL,PIEZA,11.00,"5,000.00","55,000.00",LOPEZ FLORES RONALD OCTAVIO,"5,000.00","55,000.00",11.0,"5,000.00","55,000.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1206-00-1090749-1-1,2,5612000,43110,SILLA DE RUEDAS,PIEZA,5.00,"2,500.00","12,500.00",LOPEZ FLORES RONALD OCTAVIO,"2,500.00","12,500.00",5.0,"2,500.00","12,500.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1206-00-1090749-1-1,3,5612000,43110,CARRO DE CURACION ACERO INOX,PIEZA,7.00,"2,200.00","15,400.00",LOPEZ FLORES RONALD OCTAVIO,"2,200.00","15,400.00",7.0,"2,200.00","15,400.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1206-00-1090749-1-1,4,5612000,43110,CAMILLA DE AMBULANCIA PLEGABLE,PIEZA,3.00,"8,470.00","25,410.00",LOPEZ FLORES RONALD OCTAVIO,"8,470.00","25,410.00",3.0,"8,470.00","25,410.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1206-00-1090749-1-1,5,5612000,43110,MESA DE MAYO DE APOYO PARA PROCEDIMIENTOS QUIRURGICOS,PIEZA,11.00,"2,800.00","30,800.00",LOPEZ FLORES RONALD OCTAVIO,"2,800.00","30,800.00",11.0,"2,800.00","30,800.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1206-00-1090749-1-1,6,5612000,43110,VELADOR METALICO,PIEZA,11.00,"1,650.00","18,150.00",LOPEZ FLORES RONALD OCTAVIO,"1,650.00","18,150.00",11.0,"1,650.00","18,150.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1325-00-1081268-1-1,1,4217000,39400,"ADQUISICIÓN DE INSTRUMENTAL MENOR MEDICO QUIRÚRGICO PARA LA RED DE SERVICIOS DE SALUD MUNICIPIO DE COLCHA \""K\"" (PREVENCIÓN Y CONTROL Y ATENCIÓN DEL CORONAVIRUS)",GLOBAL,"1,00","197.479,00","197.479,00",,,,"1,00","194.479,00","194.479,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1521-00-1090192-1-1,1,4218000,43400,COMPRA EQUIPAMIENTO MEDICO PARA EL PUESTO DE SALUD TACACHACA,GLB,1.0,"44,609.00","44,609.00",,,,1.0,"44,609.00","44,609.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1228-00-1091822-1-1,1,4214000,43400,CAMA HIDRAULICA,EQUIPO,2.0,"37,800.00","75,600.00",,,,2.0,"37,800.00","75,600.00",Contratado,Cronograma 0,,,,,,,,,,,
20-0417-07-1090697-1-1,1,4226000,34500,"PREVENCION, CONTROL Y ATENCION DEL CORONAVIRUS (ADQUISICION DE BOLSAS PARA CADAVERES)",PIEZA,565.0,75.0,"42,375.00",,,,565.0,72.5,"40,962.50",Contratado,Cronograma 0,,,,,,,,,,,
20-1312-00-1090552-1-1,1,4110000,43400,LECTOR PARA ELECTROLITOS,EQUIPO,"1,00","31.500,00","31.500,00",,,,"1,00","31.500,00","31.500,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1312-00-1090552-1-1,2,4110000,43400,ANALIZADOR AUTOMATICO PARA QUIMICA SANGUINEA,EQUIPO,"1,00","200.000,00","200.000,00",,,,"1,00","200.000,00","200.000,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1117-00-1097545-1-1,1,4218000,25100,"ADQUISICIÓN CONCENTRADORES DE OXIGENO (CONTROL,ATENCIÓN Y PREVENCIÓN DEL",GLOBAL,"1,00","49.000,00","49.000,00",,,,"1,00","46.900,00","46.900,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1434-00-1100643-1-1,1,5612000,43110,Escritorio metalico 7 gavetas1.5x70x0.40 forro con vidrio sobrepuesto,PZA,"2,00","2.200,00","4.400,00",,,,"2,00","2.200,00","4.400,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1434-00-1100643-1-1,2,5612000,43110,"Silla ejecutiva brazo fijo, acero cromado reclinable",PZA,"2,00","1.350,00","2.700,00",,,,"2,00","1.350,00","2.700,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1434-00-1100643-1-1,3,5612000,43110,Mesa de Madera 1.5x120 cedro color cafe,Pza,"2,00","900,00","1.800,00",,,,"2,00","900,00","1.800,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1434-00-1100643-1-1,4,5612000,43110,Mesa de madera de 2.10x 1.10 con 10 sillas,PZA,"1,00","5.000,00","5.000,00",,,,"1,00","5.000,00","5.000,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1434-00-1100643-1-1,5,5612000,43110,"Living de 4 piezas forro cuero, ind. Brasil",JUEGO,"1,00","5.500,00","5.500,00",,,,"1,00","5.500,00","5.500,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1434-00-1100643-1-1,6,5612000,43110,"Sillas metalicas c/espaldar, tubo redondo apilable, forro cuero negro",PZA,"20,00","210,00","4.200,00",,,,"20,00","210,00","4.200,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1434-00-1100643-1-1,7,5612000,43110,Casillero metalico de 4/divisiones,PZA,"1,00","950,00","950,00",,,,"1,00","950,00","950,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1434-00-1100643-1-1,8,5612000,43110,Vitrina Metalica c/2 divisiones y 4 puertas 1.80x1.00x40,PZA,"2,00","2.100,00","4.200,00",,,,"2,00","2.100,00","4.200,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1434-00-1100643-1-1,9,5612000,43110,Estante metalico c/5 divisiones fierro reforzado,PZA,"2,00","580,00","1.160,00",,,,"2,00","580,00","1.160,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1434-00-1100643-1-1,10,5612000,43100,"Sillas metalicas con brazo, rubo redondo, forro cuero negro",PZA,"5,00","350,00","1.750,00",,,,"5,00","350,00","1.750,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1432-00-1089648-1-1,1,5019000,71630,PROVISIÓN DE ALIMENTOS ?CANASTA ESCOLAR POST COVID-19 MONTERO? (PACK No 22),GLOBAL,"800,00","250,00","200.000,00",MACRO FIDALGA LTDA,"246,00","196.800,00","800,00","246,00","196.800,00",Contratado,Cronograma 0,,,,,,,,,,,
20-1734-00-1094183-2-1,1,4110000,43400,BAÑO MARIA SECO,EQUIPO,1.0,"5,600.00","5,600.00",,,,1.0,"5,600.00","5,600.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1734-00-1094183-2-1,2,4110000,43400,COULTER HEMATOLOGICO,EQUIPO,1.0,"182,000.00","182,000.00",,,,1.0,"182,000.00","182,000.00",Contratado,Cronograma 0,,,,,,,,,,,
20-1117-00-1097509-1-1,1,3116000,34600,PERFIL RECTANGULAR DE 20X40 E=2MM LARGO 6 METROS,BARRA,"6,00","110,00","660,00",,,,"6,00","109,50","657,00",Contratado,Cronograma 0,,,,,,,,,,,
